Municipality,Longitude,Latitude
Hatley Centre,-71.95,45.24
Hatton,-109.83,50.05
Haultain,-78.13,44.62
Haut de la Baie,-60.95,45.5
Haut-de-la-Côte,-73.37,45.76
Haute-Ville,-71.23,46.81
Haut-Lamèque,-64.61,47.79
Haut-Madawaska,-68.72,47.29
Haut-Saint-Antoine,-64.78,46.36
Haut-Sainte-Rose,-65.0,47.62
Haut-Saint-Isidore,-65.09,47.54
Haut-Saint-Simon,-64.82,47.72
Haut-Shippegan,-64.75,47.74
Havelock-Belmont-Methuen,-77.91,44.58
Havendale,-61.57,45.45
Havergal,-77.62,45.23
Havilah,-83.71,46.47
Havilland,-84.4,46.81
Havre-Aubert,-61.84,47.23
Havre-aux-Maisons,-61.81,47.4
Havre-Bayfield,-58.38,51.21
Hawarden,-106.6,51.41
Hawin Park Estate Industrial,-113.59,53.57
Hawk Lake,-93.99,49.8
Hawkes,-75.9,44.67
Hawkestone Beach,-79.46,44.48
Hawkesville,-80.63,43.56
Hawkins,-94.73,54.75
Hawkins Corner,-67.21,46.14
Hawkins Corners,-79.37,44.72
Hawkshaw,-67.23,45.97
Hawkwood,-114.17,51.15
Hawley,-76.85,44.18
Hawthorne,-61.48,45.97
Hawthorne Meadows,-75.61,45.39
Hawtrey,-80.52,42.9
Hay,-81.48,43.35
Hay Bay,-77.0,44.14
Hay Camp,-111.46,59.52
Hay Cove,-60.74,45.75
Hay Lake 209,-118.72,58.75
Hay Meadow 1,-121.37,50.6
Hay Ranch 2,-122.37,52.55
Hayburn,-76.95,44.14
Hayden Ridge,-67.25,46.53
Haydon,-78.74,44.02
Hayes Corners,-77.875,44.935
Hayesland,-80.01,43.32
Hayesville,-66.52,46.52
Hayfield,-100.05,49.67
Haylahte 3,-126.27,50.46
Haylands 75A,-104.43,50.78
Hayman Hill,-67.32,45.25
Haynes,-113.39,52.31
Hays River,-61.24,46.11
Haysboro,-114.08,50.96
Haysville,-80.66,43.35
Hayter,-110.1,52.35
Haywood,-98.19,49.66
Hazel Cliffe,-101.96,50.56
Hazel Dell,-102.97,51.97
Hazel Glen,-62.73,45.54
Hazel Grove,-63.4,46.36
Hazel Hill,-61.03,45.32
Hazelbrook,-62.99,46.22
Hazeldale,-60.92,46.0
Hazeldean,-113.48,53.5
Hazell,-114.66,49.63
Hazelmere,-122.71,49.03
Hazelridge,-96.71,49.96
Hazenmore,-107.13,49.68
Hazzards Corners,-77.46,44.56
Head Lake,-78.93,44.72
Head of Chezzetcook,-63.24,44.74
Head of Jeddore,-63.07,44.77
Head of Millstream,-65.52,45.88
Head of St. Margarets Bay,-63.91,44.68
"Head, Clara and Maria",-78.03,46.16
Headford,-79.39,43.88
Healey Falls,-77.78,44.37
Heals Range,-123.45,48.54
Hearne,-105.13,50.1
Heart Lake 167,-111.54,55.06
Heart Lake 167A,-111.71,55.0
Heart River Settlement,-116.21,55.59
Heart's Delight-Islington,-53.44,47.77
Hearts Desire,-75.71,45.26
Heart's Desire,-53.42,47.81
Hearts Hill,-109.66,52.15
Heaslip,-79.81,47.79
Heathbell,-62.85,45.67
Heathcote,-80.49,44.49
Heatherton,-61.79,45.58
Heathland,-67.29,45.22
Heathton,-71.96,45.05
Hebbs Cross,-64.56,44.3
Hebbville,-64.53,44.35
Hébert,-65.08,46.27
Hébertville-Station,-71.66,48.45
Hebron,-64.89,45.62
Hecate 17,-126.78,49.91
Heckmans Island,-64.24,44.38
Heckston,-75.53,44.96
Hecla,-96.66,51.13
Hectanooga,-66.02,44.09
Hedgeville,-62.98,45.75
Heffley Creek,-120.27,50.85
Heidelberg,-80.61,43.52
Hekkla,-79.55,45.28
Helen Mine,-84.74,48.02
Helston,-99.1,50.13
Hemford,-64.78,44.5
Hemison,-70.74,46.51
Hemlock,-80.7,42.61
Hemlock Corners,-75.81,44.83
Hemlock Downs,-76.46,44.3
Hemlock Valley,-121.93,49.37
Hemmings Falls,-72.45,45.86
Hemphill Corner,-67.37,46.44
Henderson,-76.99,44.77
Henderson Settlement,-65.93,45.71
Henderson's Ranch 11,-128.65,53.99
Hendon,-103.83,52.08
Henfryn,-81.09,43.69
Henley,-79.26,43.18
Henribourg,-105.61,53.4
Henry Farm,-79.35,43.76
Henry Island,-61.59,45.97
Henrys Corner,-74.68,45.56
Henrysburg,-73.44,45.09
Henvey Inlet 2,-80.62,45.85
Héon,-71.72,45.98
Heppell,-67.24,48.31
Herb Lake,-99.77,54.77
Herb Lake Landing,-99.78,54.65
Herbert Corners,-75.57,45.21
Herchmer,-94.16,57.37
Herdman,-74.09,45.02
Hereford,-71.56,45.01
Hereford Hill,-71.55,45.04
Hereward,-80.32,43.82
Heritage Lakes,-113.63,53.61
Heritage Park,-79.98,43.69
Hermans Island,-64.32,44.41
Hermitage-Sandyville,-55.92,47.54
Hermon,-77.63,45.11
Heron Gate,-75.65,45.37
Heron Island,-66.14,47.98
Heron Park,-75.67,45.37
Hérouxville,-72.61,46.66
Herringville,-71.41,45.47
Herrons Corners,-75.7,44.73
Herrons Mills,-76.4,45.05
Herschel,-108.35,51.63
Hersonville,-66.97,45.0
Hervey-Jonction,-72.46,46.85
Hesketh,-112.97,51.47
Hespeler,-80.3,43.43
Hesquiat 1,-126.47,49.39
Hesquis 10A,-126.86,49.87
Hesson,-80.79,43.63
Heward,-103.15,49.73
Heyworth,-75.96,45.5
Hiawatha First Nation 36,-78.21,44.18
Hiawatha Park,-75.54,45.48
Hibbard,-74.03,47.87
Hibbs Cove,-53.18,47.6
Hibernia,-64.99,44.33
Hickey Settlement,-66.09,47.91
Hickory Beach,-79.365,43.635
Hickory Corner,-81.55,43.0
Hickson,-80.8,43.23
Hicksville,-65.3,46.02
Hidden Valley,-114.13,51.15
Hiellen 2,-131.78,54.07
Higginsville,-63.06,45.05
High Bar 1,-122.0,51.1
High Bar 1A,-122.0,51.09
High Bar 2,-121.97,51.07
High Beach,-55.89,46.88
High Bluff,-98.14,50.01
High Falls,-76.6,44.95
High Forest,-71.6,45.29
High Hill Lake,-95.72,55.53
High Park,-113.58,53.55
High Park Industrial,-113.58,53.56
Highbank,-65.59,47.09
Highbury,-64.49,45.05
Highfield,-65.74,45.83
Highland,-79.81,47.59
Highland Acres,-63.49,44.67
Highland Beach,-78.94,44.11
Highland Creek,-79.17,43.78
Highland Glen,-82.11,43.1
Highland Grove,-78.08,45.07
Highland Hill,-60.86,45.96
Highland Park,-114.06,51.08
Highland Park Survey,-79.96,43.25
Highland Point,-79.94,44.79
Highland Village,-63.65,45.39
Highlands,-113.42,53.56
Highlands East,-78.26,44.97
Highrock,-100.39,55.81
Highrock 199,-100.48,55.91
Highview Survey,-79.85,43.37
Highwater,-72.43,45.02
Highway,-115.47,53.88
Highwood,-114.08,51.08
Hihium Lake 6,-121.15,51.05
Hihium Lake 6A,-121.14,51.05
Hihium Lake 6B,-121.08,51.04
Hilbre,-98.59,51.5
Hildegarde,-64.85,46.12
Hill Crest,-105.51,50.4
Hill Head,-74.28,45.67
Hillandale,-67.72,46.71
Hillaton,-64.43,45.14
Hillcrest,-62.06,45.45
Hillcrest Village,-79.36,43.8
Hilldale Corner,-67.59,46.96
Hillendale,-76.52,44.24
Hillgrade,-54.7,49.57
Hillgrove,-65.22,45.92
Hillhead Corners,-78.67,44.31
Hillhurst,-114.1,51.05
Hilliard,-112.48,53.64
Hilliardton,-79.69,47.72
Hillier,-77.45,43.97
Hilliers,-124.48,49.3
Hillman,-67.53,46.02
Hillmond,-109.7,53.43
Hills,-117.48,50.1
Hills Green,-81.58,43.46
Hills Island,-92.84,55.06
Hill's Lake,-80.03,47.73
Hillsboro,-61.34,46.07
Hillsborough Beach,-82.08,43.11
Hillsburn,-65.56,44.79
Hillsdale,-65.55,45.53
Hillside Boularderie,-60.37,46.24
Hillsvale,-63.88,44.95
Hilltown,-65.9,44.32
Hillview,-113.42,53.46
Hilly Grove,-81.87,45.68
Hilton,-99.52,49.5
Hinch,-76.93,44.36
Hinchinbrooke,-74.1,45.05
Hinchliffe,-102.65,52.06
Hintonburg,-75.72,45.4
Hirsch,-102.6,49.18
Hirtle Island,-64.36,44.24
Hisnit 7,-126.52,49.74
Hisnit Fishery 34,-126.34,49.39
Hitacu,-125.52,48.93
Hi'tatis,-125.03,49.02
Hitchcock Bay,-106.86,51.04
Hiusta's Meadow 2,-130.94,58.04
Hleepte 14,-126.37,49.66
Hnausa,-96.99,50.9
Hoadley,-114.37,52.84
Hoards,-77.66,44.29
Hoasic,-75.15,44.98
Hoath Head,-80.84,44.52
Hobbema,-113.45,52.83
Hochfeld,-97.93,49.07
Hockley,-79.96,44.02
Hocquart,-69.05,47.87
Hodgin,-65.89,47.89
Hodgins,-76.39,45.71
Hodson,-62.96,45.73
Hoey,-105.79,52.86
Hoffman,-77.25,45.88
Hogg,-80.93,44.68
Hoiss 8,-126.56,49.69
Hoke Point 10B,-126.87,49.87
Hokedhe Túe 196e,-111.29,59.68
Holachten 8,-122.02,49.2
Holbein,-106.18,53.23
Holberg,-128.01,50.65
Holbrook,-80.69,43.01
Holderville,-66.14,45.43
Hole or Hollow Water 10,-96.28,51.16
Holford,-80.79,44.33
Holiday Park,-106.69,52.1
Holland Harbour,-61.79,45.09
Holland Landing,-79.48,44.09
Holland Mills,-75.64,45.77
Holleford,-76.62,44.45
Hollen,-80.71,43.7
Holliston,-106.63,52.11
Hollow Glen,-75.88,45.48
Holly,-79.71,44.32
Hollyburn,-123.15,49.33
Holmedale,-80.28,43.14
Holmesville,-67.6,46.57
Holmfield,-99.48,49.13
Holt,-79.34,44.12
Holton,-57.27,54.57
Holton Heights,-79.68,43.47
Holtyre,-80.28,48.46
Holy Cross Lake 3,-125.01,53.7
Homais 2,-126.56,49.4
Homalco 1,-124.87,50.94
Homalco 2,-124.86,50.95
Homalco 2A,-124.85,50.94
Homalco 9,-125.24,49.94
Homayno 2,-125.57,50.57
Homebrook,-98.88,51.74
Homer,-79.18,43.16
Homesteader,-113.4,53.58
Homeville,-59.89,46.08
Homewood,-97.86,49.5
Hominka 11,-122.08,54.63
Homitan 8,-124.73,48.77
Honeydale,-67.2,45.36
Honeygables,-75.7,45.28
Honey's Beach,-78.93,44.14
Honeywell Corners,-77.38,44.24
Honfleur,-70.88,46.65
Honora,-82.11,45.9
Hood,-76.48,45.04
Hoonees 2,-127.96,52.31
Hoosier,-109.73,51.63
Hope 1,-121.44,49.38
Hope Bay,-81.16,44.9
Hope Brook Gold Mine,-58.08,47.74
Hope Island 1,-127.9,50.91
Hope Town,-65.16,48.05
Hopefield,-77.53,45.46
Hopeness,-81.17,44.93
Hopetown,-126.81,50.92
Hopetown 10A,-126.82,50.92
Hopeville,-80.54,44.11
Hopewell Hill,-64.68,45.76
Hopkins Corners,-79.92,43.29
Hopkins Court,-79.92,43.28
Hopkins Landing,-123.48,49.43
Hopkins Survey,-79.93,43.28
Horizon,-105.21,49.51
Hornbeck,-116.69,53.54
Hornby,-79.84,43.56
Horndean,-97.65,49.19
Hornell Heights,-79.41,46.35
Horse Lakes 152B,-119.71,55.34
Horse Ranch Pass 4,-129.01,59.45
Horseshoe Bay,-111.36,54.12
Horseshoe Lake,-79.85,45.29
Horsham,-109.88,50.41
Horton,-76.66,45.5
Hortons Creek,-65.16,47.03
Hortonville,-64.29,45.1
Hospital Hill,-123.15,49.7
Hotham,-79.6,46.04
Hough Lake,-80.03,47.92
Houghton Centre,-80.66,42.6
Houpsitas,-127.37,50.03
House River Indian Cemetery 178,-112.5,56.2
Houseys Rapids,-79.21,44.86
Howard,-65.78,46.66
Howard Brook,-67.34,46.38
Howden,-97.13,49.71
Howdenvale,-81.3,44.82
Howeet 8,-128.06,52.03
Howes Corners,-79.92,44.74
Howie Centre,-60.26,46.07
Howland,-78.65,44.81
Howland Ridge,-67.17,46.14
Hoyle,-81.05,48.55
Huard,-65.11,48.13
Hub,-59.95,46.21
Hubbard,-103.37,51.12
Hubbards,-64.05,44.64
Hubbards Point,-65.97,43.83
Hubbs,-77.4,43.95
Hubley,-63.82,44.67
Hubrey,-81.16,42.9
Hub-toul 2A,-127.58,50.1
Huckabones Corners,-77.08,45.7
Huckson Corners,-84.31,46.53
Hudson Acres,-74.15,45.44
Hudson Bay Park,-106.68,52.14
Huff Bremner Estate Industrial,-113.57,53.56
Huffman Corners,-82.05,42.37
Huffs Corners,-82.07,42.65
Huff's Corners,-77.3,44.01
Hugel,-80.29,46.49
Hughes,-77.95,45.1
Hughes Brook,-57.87,48.99
Hughton,-107.91,51.23
Hulbert,-75.38,44.97
Humber Bay,-79.49,43.63
Humber Grove,-79.79,43.89
Humber Park,-63.49,44.7
Humber Summit,-79.57,43.75
Humber Valley,-79.52,43.66
Humber Village,-57.76,48.98
Humberlea,-79.53,43.72
Humberside,-79.48,43.65
Humberstone,-79.26,42.89
Hume,-103.61,49.66
Humhampt 6,-121.58,50.15
Humhampt 6A,-121.59,50.15
Humphrey,-64.77,46.11
Humphrey Corner,-65.98,46.18
Humphreys Mills,-64.75,46.11
Hungerford,-77.19,44.53
Hungry Bay,-74.15,45.21
Hunt Club,-75.66,45.35
Hunt Club Park,-75.61,45.37
Hunta,-81.27,49.1
Hunter Mills,-72.86,45.06
Hunters Corner,-67.67,46.43
Hunters Mountain,-60.86,46.11
Hunter's Point,-78.8,47.0
Hunterstown,-73.01,46.44
Huntingford,-80.79,43.19
Huntington,-60.29,45.93
Huntington Hills,-114.06,51.11
Huntingville,-71.84,45.34
Huntley,-75.97,45.29
Huntoon,-103.23,49.55
Hupel,-118.76,50.61
Hurds Lake,-76.68,45.4
Hurdville,-79.92,45.44
Hureauville,-61.23,45.63
Hurlett,-66.71,46.1
Hurley Island,-93.75,54.78
Huron Heights,-81.71,43.02
Huron Ridge,-81.62,44.19
Huron Shores,-83.36,46.28
Hurondale,-81.46,43.4
Huronian,-90.72,48.71
Huron-Kinloss,-81.54,44.05
Huscroft,-116.46,49.01
Hustalen 1,-119.64,50.95
Hutchisons Corners,-80.56,44.35
Huttonville,-79.8,43.64
Huxley,-113.23,51.92
Hyannas,-61.27,46.07
Hyatt's Mills,-71.75,45.2
Hybla,-77.84,45.16
Hyde Creek,-127.0,50.58
Hyde Park,-81.33,42.99
Hydrostone,-63.6,44.66
Hyndford,-76.98,45.48
Hyndman,-75.51,44.93
Iakgwas 69,-129.71,53.66
Iakvas 68,-129.49,53.85
Iakwulgyiyaps 78,-129.18,54.25
Iberville,-73.23,45.3
Ice Lake,-82.36,45.89
Ida,-78.47,44.22
Ida Hill,-76.39,44.37
Idylwylde,-113.45,53.51
Ihch'Az Uz Ta Tsoh 44,-125.12,54.58
Ikshenigwolk 3,-128.26,54.75
Iktuksasuk 7,-124.85,48.68
Ilclo 12,-124.69,48.81
Ile a la Crosse 192E,-107.77,55.45
Ile des Chênes,-96.98,49.71
Ilfracombe,-79.38,45.4
Iltcoola 7,-120.26,49.42
Ilthpaya 8,-125.65,49.12
Imkusiyan 65,-129.73,54.19
Imperial Mills,-111.73,54.99
Imperoyal,-63.52,44.63
Inch Park,-79.86,43.23
Inchkeith,-102.46,50.08
Indian Bay,-53.96,49.06
Indian Birch,-100.86,52.51
Indian Brook,-60.52,46.37
Indian Brook 14,-63.48,45.09
Indian Cabins,-117.03,59.86
Indian Cove (settlement),-55.64,52.26
Indian Fields,-65.46,44.04
Indian Gardens 8,-98.58,49.73
Indian Harbour,-57.1,54.115
Indian Harbour Lake,-61.88,45.13
Indian Island 28,-64.79,46.68
Indian Island 30,-125.75,49.11
Indian Mountain,-64.93,46.16
Indian Path,-64.33,44.32
Indian Point,-64.32,44.45
Indian Point - Golden Sands,-108.6,53.58
Indian Point 1,-65.8,46.96
Indian Ranch,-66.39,48.03
Indian River 1,-79.57,45.11
Indian Village,-67.57,46.11
Indianola Beach,-79.46,44.23
Indiantown,-66.07,45.27
Indus,-113.78,50.91
Industrial Heights,-113.43,53.58
Ingalls Head,-66.76,44.66
Ingelow,-99.6,49.99
Ingenika Point,-124.89,56.78
Ingle,-77.03,44.43
Ingleside Heights,-66.2,45.32
Inglewood,-113.7133333,52.74666667
Inglis Falls,-80.93,44.52
Inglisville,-65.11,44.85
Ingoldsby,-78.62,44.95
Ingolf,-95.12,49.79
Ingomar,-65.35,43.56
Ingonish Centre,-60.4,46.67
Ingonish Ferry,-60.39,46.62
Ingramport,-63.96,44.65
Inholmes,-79.78,45.5
Inkahtsaph 6,-121.5,50.0
Inkaneep,-119.5,49.11
Inkerman Ferry,-64.81,47.68
Inkluckcheen 21,-121.6,50.27
Inkluckcheen 21B,-121.6,50.28
Inklyuhkinatko 2,-121.57,50.18
Inlailawatash 4,-122.88,49.47
Inlailawatash 4A,-122.88,49.47
Inlet,-75.31,45.78
Inlet Baddeck,-60.82,46.08
Inman,-67.71,46.68
Innes Park,-75.55,45.43
Innisfil Heights,-79.66,44.28
Innisfil Park,-79.53,44.32
Innisville,-76.24,45.05
Innue Essipit,-69.39,48.33
Insinger,-103.08,51.53
Instow,-108.28,49.71
Intervale,-65.19,45.96
Intola,-89.41,48.49
Invererie Heights,-81.22,42.66
Inverhaugh,-80.43,43.63
Inverhuron,-81.58,44.28
Inverness Lodge,-79.48,45.17
Inverside,-61.27,46.23
Inzana Lake 12,-124.69,54.97
Ioco,-122.86,49.3
Iona,-60.8,45.96
Iona Station,-81.41,42.7
Ionview,-79.27,43.73
Ipperwash Range and Training Area,-81.92,43.19
Ireland,-77.52,45.16
Irena,-75.32,44.88
Ireton,-66.08,43.99
Irish Cove,-60.67,45.82
Irish Lake,-80.63,44.26
Irish Settlement,-66.735,45.94
Irish Vale,-60.64,45.84
Irishtown,-64.79,46.18
Irishtown-Summerside,-57.95,48.98
Irlande,-67.865,47.28
Iron Bound Cove,-65.95,46.14
Iron Hill,-72.62,45.25
Iron Mines,-61.14,45.93
Iron Springs,-112.68,49.93
Irondale,-78.52,44.86
Ironside,-75.74,45.47
Ironsides,-78.18,45.06
Ironville,-60.46,46.13
Isaac (Gale Lake) 8,-126.25,53.98
Isaacs Glen,-78.78,44.53
Isaacs Harbour,-61.65,45.17
Isaacs Harbour North,-61.68,45.19
Isabella,-100.87,50.26
Isadore Harry 12,-122.05,51.8
Isham,-108.56,51.08
Ishpiming Beach,-80.1,44.74
Isidore's Ranch 4,-115.59,49.54
Iskut,-129.98,57.83
Iskut 6,-129.98,57.83
Island 14A,-128.12,52.16
Island Brook,-71.47,45.38
Island Cache,-122.73,53.91
Island Falls,-81.37,49.57
Island Grove,-79.46,44.3
Island Harbour,-55.545,51.68
Island Lake,-113.55,54.84
Island Lake South,-113.53,54.82
Island View,-66.8,45.96
Islands in the Trent Waters 36A,-78.11,44.23
Islandview,-60.55,45.96
Islington,-79.54,43.64
Issoudun,-71.62,46.57
Italy Cross,-64.54,44.26
Itaska Beach,-114.08,53.07
Ivan,-81.46,43.02
Ivanhoe,-77.47,44.39
Ivry-sur-le-Lac,-74.33,46.08
Ivy,-79.77,44.28
Ivy Lea,-76.0,44.36
Ja We Yah's 99,-128.46,53.8
Jack Lake,-79.025,44.585
Jacket Lake,-62.69,44.88
Jackfish,-86.95,48.78
Jackfish Point 214,-118.59,59.67
Jackhead,-97.31,51.91
Jackhead 43,-97.3,51.9
Jackhead 43A,-97.33,51.88
Jackpine,-89.88,48.13
Jackson,-81.05,44.54
Jackson Falls,-67.74,46.22
Jackson Heights,-113.4,53.48
Jacksonburg,-80.63,42.59
Jacksons Point,-79.36,44.32
Jacksontown,-67.63,46.26
Jaco-Hughes,-67.21,48.92
Jacola,-77.81,48.09
Jacques-Cartier,-71.83,46.04
Jaffa,-81.03,42.73
Jailletville,-65.02,46.42
Jalbert,-68.24,47.4
Jalun 14,-132.8,54.12
James,-80.33,47.71
James Bay,-123.38,48.41
James Louie 3A,-121.95,52.15
James River,-62.13,45.57
James Smith 100,-104.87,53.13
Jamestown,-53.79,48.44
Jamesville,-60.85,45.94
Jamot,-80.56,46.1
Janeville,-65.44,47.69
Janvier 194,-110.71,55.93
Janvrin Harbour,-61.16,45.53
Jardineville,-64.85,46.65
Jarnac,-75.23,45.78
Jarratt,-79.57,44.59
Jarvis Bay,-114.07,52.33
Jarvis Lake Training Area,-117.81,53.45
Jarvis River,-89.46,48.17
Jasper in Québec,-74.23,46.26
Jasper Park,-113.58,53.51
Jean Baptiste 28,-127.01,54.74
Jean Baptiste Gambler 183,-113.22,55.26
Jean Côté,-117.31,55.89
Jeanne-Mance,-65.43,47.35
Jeannettes Creek,-82.42,42.31
Jean-Noël,-70.22,47.62
Jedburgh,-103.0,51.29
Jefferson,-79.45,43.92
Jeffries Corner,-65.49,45.62
Jelly,-89.49,48.38
Jellyby,-75.81,44.73
Jenkins Cove,-54.75,49.66
Jennings River 8,-132.13,59.66
Jenpeg,-98.03,54.52
Jenpeg Generating Station,-98.02,54.54
Jericho,-67.46,46.36
Jermyn,-78.16,44.32
Jerome,-82.23,47.62
Jersey,-63.72,45.65
Jersey Cove,-60.54,46.31
Jersey Mills,-70.65,46.1
Jerseyville,-80.1,43.19
Jessopville,-80.33,44.05
Jessups Falls,-75.05,45.56
Jeune Landing,-127.48,50.43
Jevins,-79.36,44.9
Jewellville,-77.52,45.33
Jewetts Mills,-66.9,45.97
Jim Lake,-76.77,46.1
Jimtown,-61.9,45.71
Joannès,-78.68,48.22
Jobrin,-86.1,50.11
Job's Cove,-53.01,47.97
Jocelyn,-83.94,46.16
Jocko,-79.43,46.62
Jockvale,-75.74,45.26
Joes Lake,-76.62,45.13
Joeyaska 2,-120.75,50.08
John D'Or Prairie 215,-115.1,58.47
Johnson,-82.34,45.525
Johnson Croft,-66.15,45.49
Johnson Heights,-122.8,49.18
Johnson Settlement,-67.205,45.59
Johnsons Landing,-116.88,50.08
Johnson's Mills,-64.51,45.77
Johnston Corners,-75.6,45.28
Johnston Point Road,-64.08,46.15
Johny Sticks 2,-122.16,51.83
Jolicure,-64.21,45.94
Joliffs Brook,-65.76,45.74
Jollimore,-63.6,44.62
Joly,-79.24,45.78
Jones,-94.08,49.97
Jones Falls,-76.23,44.54
Jones Forks,-66.86,46.09
Jones Landing,-84.37,46.89
Jonquière-Nord,-71.26,48.43
Jordan,-79.36,43.14
Jordan Bay,-65.23,43.7
Jordan Branch,-65.26,43.78
Jordan Ferry,-65.24,43.74
Jordan Harbour,-79.36,43.18
Jordan Hill,-71.64,45.35
Jordan Mountain,-65.47,45.84
Jordan Station,-79.36,43.16
Jordantown,-65.77,44.58
Jordanville,-61.9,45.14
Josephburg,-113.07,53.71
Josephine,-84.62,48.11
Josephsburg,-80.66,43.46
Journois,-58.68,48.35
Joyceville,-76.33,44.36
Joyland Beach,-79.32,44.57
Joynt,-76.01,45.75
Jubilee,-60.93,45.98
Juddhaven,-79.59,45.19
Judge,-79.53,47.6
Judgeville,-76.05,44.76
Judique North,-61.48,45.89
Judique South,-61.49,45.85
Jugwees (Minette Bay) 5,-128.61,54.03
Jules,-75.82,45.95
Julien,-71.98,46.66
Jumbo Gardens,-89.26,48.45
Junction Brook,-57.39,49.21
Junetown,-75.93,44.5
Juniper Mountain,-60.25,45.95
Juniper Ridge,-120.25,50.66
Juniper Station,-67.17,46.54
Juniper Stump,-53.3,47.5
Jura,-81.9,43.1
Jus K'Ay Tl'Oh 32,-125.02,54.65
Juskatla,-132.31,53.61
Justasons Corner,-66.76,45.1
Justice,-99.79,49.99
Juvenile Settlement,-66.62,45.53
Kaboni,-81.71,45.72
Kadis 11,-126.93,50.83
Kahas 7,-129.12,53.05
Kahkewistahaw 72,-102.52,50.51
Kahkewistahaw 72 A-1,-102.49,51.2
Kahkewistahaw 72B,-102.54,50.48
Kahkewistahaw 72C,-102.53,50.46
Kahkewistahaw 72D,-102.55,50.46
Kahkewistahaw 72E,-102.53,50.43
Kahkewistahaw 72F,-102.65,50.4
Kahkewistahaw 72G,-102.61,50.45
Kahkewistahaw 72H,-102.57,50.44
Kahkewistahaw 72I,-102.63,50.46
Kahkewistahaw 72J,-102.55,50.43
Kahkewistahaw 72K,-102.64,50.45
Kahkewistahaw 72L,-102.53,50.41
Kahkewistahaw 72M,-102.6,50.43
Kahkewistahaw 72N,-102.31,50.53
Kahmoose 4,-121.48,49.96
Kahnawake Indian Reserve 14,-73.67,45.38
Kahntah,-120.9,58.35
Kahntah 3,-120.9,58.35
Kahshe Lake,-79.3,44.84
Kaikalahun 25,-123.49,49.51
Kai-too-kwis 15,-127.09,51.18
Kajustus 10,-128.04,52.15
Kakabeka Falls Training Area,-89.61,48.4
Kakalatza 6,-123.87,48.76
Kakweken 4,-126.01,50.81
Kaleida,-98.46,49.12
Kameyosek,-113.44,53.46
Kamihkowapihskak Pawistik,-101.59,55.77
Kamiskotia,-81.63,48.58
Kamloops 1,-120.26,50.71
Kamloops 2,-120.26,50.48
Kamloops 3,-120.26,50.47
Kamloops 4,-120.25,51.01
Kamloops 5,-120.09,50.84
Kanaka Bar 1A,-121.55,50.11
Kanaka Bar 2,-121.56,50.11
Kananaskis,-115.12,51.07
Kandahar,-104.36,51.75
Kane,-97.72,49.35
Kanesatake Lands,-74.11,45.48
Kannata Valley,-104.9,50.78
Kapasiwin,-114.44,53.54
Kapawasihk,-98.15,56.28
Karlukwees 1,-126.49,50.57
Karsdale,-65.65,44.7
Kasabonika Lake,-88.65,53.61
Kasika 36,-130.08,54.38
Kasika 71,-129.39,54.3
Kasika 72,-129.39,54.31
Kasiks River 29,-129.51,54.34
Kasshabog Lake,-77.97,44.63
Kaste 6,-131.79,53.16
Kateen River 39,-129.8,54.65
Katevale,-72.04,45.24
Kathleen,-116.83,55.62
Katit 1,-127.2,51.68
Katrime,-98.78,50.08
Katrine,-79.35,45.57
Katzie 1,-122.67,49.2
Katzie 2,-122.65,49.19
Kavanagh,-113.51,53.18
Kavanaugh Mills,-63.25,45.6
Kawacatoose First Nation 88,-104.28,51.47
Kawages 4,-126.51,50.86
Kawartha Heights,-78.36,44.28
Kawartha Hideaway,-78.41,44.49
Kawartha Park,-78.19,44.53
Kawawachikamach,-66.755,54.855
Kawene,-91.21,48.75
Kawkawa Lake 16,-121.39,49.38
K'ay Noo 47,-124.91,54.67
Kay Settlement,-65.08,45.97
Kayel 8,-129.17,53.05
Kaykaip 7,-121.41,49.48
Kayville,-105.15,49.72
Kazabazua,-76.01,45.95
Kazabazua Station,-76.06,45.95
Kdad-eesh 4,-129.27,52.73
Keadon Park,-80.07,42.79
Keady,-81.03,44.46
Kearney Lake,-63.68,44.68
Kearns,-79.56,48.14
Keating,-123.4,48.56
Keatley,-107.46,52.8
Keble,-63.18,45.69
Keddys Corner,-64.57,45.11
Kedgwick River,-67.48,47.66
Keeble,-63.18,45.69
Keecekiltum 2,-126.26,50.55
Keecha 11,-129.82,53.31
Keeler,-105.88,50.67
Keelerville,-76.34,44.47
Keelesdale,-79.47,43.69
Keels,-53.4,48.6
Keenan Siding,-65.8,46.7
Keenansville,-79.86,44.04
Keephills,-114.34,53.44
Keeseekoose 66,-101.94,51.71
Keeseekoose 66A,-101.93,51.75
Keeseekoose 66-Ca-01,-101.86,51.13
Keeseekoose 66-Ca-02,-101.77,51.26
Keeseekoose 66-CA-03,-101.68,51.14
Keeseekoose 66-Ca-04,-101.9,51.2
Keeseekoose 66-Ca-05,-101.73,51.29
Keeseekoose 66-Ca-06,-101.71,51.3
Keeseekoose 66-Ch-01,-101.73,51.09
Keeseekoose 66-Ch-03,-101.82,51.11
Keeseekoose 66-Ch-04,-101.72,51.11
Keeseekoose 66-Co-01,-101.69,51.48
Keeseekoose 66-Co-02,-101.6,51.46
Keeseekoose 66-KE-01,-102.23,51.7
Keeseekoose 66-Ke-02,-102.3,51.72
Keeseekoose 66-KE-03,-102.26,51.71
Keeseekoose 66-Ke-04,-102.25,51.66
