Municipality,Latitude,Longitude
Dease Lake 9,58.47,-130.02
Dease River 1,59.28,-129.28
Dease River 2 (Dease),59.42,-129.17
Dease River 2 (Liard),59.65,-129.12
Dease River 3 (Dease),59.6,-129.23
Dease River 3 (Liard),59.31,-129.03
Dease River 4,59.67,-129.16
Deauville,45.34,-72.03
DeBaies Cove,44.75,-62.81
Debert Lake,45.59,-63.46
Debert Range,45.44,-63.47
DeCew Falls,43.1,-79.26
Decewsville,42.93,-79.91
Decker,50.27,-100.78
Deckers Hill,43.86,-79.08
Dedagaus 8,51.11,-127.51
Dee Bank,45.17,-79.52
Deemerton,44.04,-81.07
Deena 3,53.14,-132.12
Deep Bay,49.46,-124.71
Deep Bay,49.67,-54.29
Deep Bay,44.85,-78.79
Deep Cove,49.005,-123.205
Deep Cove,44.61,-66.86
Deep Cove,44.53,-64.1
Deep Creek,50.61,-119.21
Deep Creek 2,52.26,-122.08
Deep Creek 5,53.29,-123.13
Deep Valley 5,50.37,-124.93
Deepdale,46.21,-61.28
Deer Bay,44.54,-78.27
Deer Harbour,48.13,-53.56
Deer Ridge,52.28,-113.83
Deer Run,50.91,-114
Deer Valley,50.58,-104.88
Deerbrook,42.29,-82.62
Deerfield,43.95,-65.99
Deerhorn,50.77,-98.04
Deerhurst,44.18,-79.58
Deerville,46.29,-67.66
Defence Island 28,49.57,-123.27
Defoy,46.14,-72.13
Dejong,43,-81.76
Del Ray,43.7,-79.48
Delaps Cove,44.76,-65.63
Delaware West,42.9,-81.43
Delbrook,49.35,-123.08
Déléage,46.38,-75.91
Deleau,49.58,-100.57
Delhaven,45.2,-64.37
Delisle's Corners,42.18,-83.01
Delkatla,54.01,-132.13
Delmer,42.87,-80.79
Delnite,48.43,-81.29
Delrex,43.64,-79.91
Delson,45.36,-73.55
Delta Beach,50.18,-98.32
Delton,53.56,-113.46
Del-Val,49.08,-66.74
Delwood,53.6,-113.43
Demaine,50.88,-107.25
Demers,45.84,-77.06
Demers-Centre,45.86,-77.06
Demoiselle Creek,45.85,-64.65
Dempseys Corner,45.05,-64.84
Denfield,43.12,-81.43
Denholm,45.81,-75.75
Denholm,52.65,-108.01
Denison Mills,45.74,-72.1
Denmark,45.7,-63.15
Dennis,46.89,-66
Dennis Hill,47.6,-59.17
Dentville,49.71,-123.15
Denver,45.33,-62.1
Departure Bay,49.2,-123.96
Departure Lake,49.28,-81.79
Depot Harbour,45.31,-80.09
Dépôt-des-Loutres,49.5,-72.17
Derby,46.88,-65.65
Derby Junction,46.95,-65.59
Dereham Centre,42.92,-80.81
Dermid,48.67,-93.73
Deroche,49.18,-122.06
Derry West,43.64,-79.7
Derrynane,43.94,-80.58
Derryville,44.32,-79.08
Des Ormeaux,46.33,-72.51
Des Rivières,45.15,-73.05
Désaulniers,46.55,-80.1
Desboro,44.39,-80.98
Deschambault-Grondines,46.65,-71.93
Deschambault-Station,46.66,-71.94
Descharme Lake,57.1,-109.21
Deschênes,45.38,-75.8
D'Escousse,45.58,-60.96
Desert Lake,44.51,-76.59
Desherbiers,46.64,-65.22
Desjardins,46.8,-71.18
Desjardins Road,47,-67.68
Desjardinsville,45.84,-77.12
Desmaraisville,49.5,-76.18
Desmond,44.39,-76.84
Despinassy,48.76,-77.44
Després-Village,46.4,-64.65
Destor,48.45,-78.95
Detlor,45.03,-77.73
Deuxième-Sault,47.45,-68.23
Deux-Montagnes,45.53,-73.88
Devault,46.29,-72.91
Développement-Blais,45.44,-71.78
Développement-de-Sainte-Clotilde,45.94,-72.23
Développement-la-Terre,45.8,-71.82
Développement-Malaga,45.25,-72.26
Développement-Nadeau,45.31,-71.8
Développement-Quatre-Saisons,45.25,-72.27
Développement-Webster,45.26,-72.26
Devereaux,47.82,-65.73
Devil's Gate 220,58.8,-111.21
Devine,50.51,-122.48
Devine Corner,45.54,-65.54
Devizes,43.16,-81.22
Devon 30,46,-66.6
Dewar Lake,51.63,-109.63
Dewars,45.47,-76.47
Dewdney,49.16,-122.2
DeWitts Corners,44.84,-76.36
Dewittville,45.11,-74.09
DeWolfe,45.33,-67.28
Dexter,42.67,-81.12
Diamond,45.63,-62.97
Diamond City,49.79,-112.83
Diamond Cove,50.94,-114.02
Dickie Mountain,45.63,-65.73
Dickson,52.05,-114.3
Dickson Hill,43.94,-79.27
Dieppe Place,50.45,-104.67
Digby Corner,46.38,-67.76
Digdeguash,45.18,-66.96
Diligent River,45.41,-64.45
Dillabough,52.55,-102.76
Dil-ma-sow 5,52.72,-128.98
Dingwall,46.89,-60.46
Dinorwic,49.69,-92.49
Dipper Harbour East,45.1,-66.42
Dipper Harbour West,45.09,-66.42
Dipper Rapids 192C,55.91,-107.38
Dirleton,45.49,-76.14
Discovery Island 3,48.42,-123.24
Discovery Ridge,51.03,-114.19
Disley,50.64,-105.04
District of West Kelowna,49.83,-119.62
Ditton,45.41,-71.25
Divide,46.54,-67.34
Divide,49.15,-109.13
Dixie,43.72,-79.36
Dixon,45.08,-74.97
Dixon,52.2,-105.21
Dixons Corners,44.92,-75.35
Dlah Koh 31,55.03,-125.1
Doak Settlement,45.9,-66.62
Dobbinton,44.39,-81.13
Dobie,48.13,-79.82
Dobsons Corner,46.03,-65.21
Doctors Brook,45.77,-62.12
Doctors Cove,43.51,-65.63
Dodge Cove,54.28,-130.38
Doe Lake,45.55,-79.42
Dog Creek 1,51.58,-122.2
Dog Creek 2,51.6,-122.08
Dog Creek 3,51.61,-122.06
Dog Creek 4,51.6,-122.3
Dog Creek 46,50.91,-98.56
Dog Head 218,58.71,-111.18
Dogs Nest,42.8,-80.16
Dogwood,48.95,-57.83
Doheny,47.07,-72.59
Doig River,56.57,-120.49
Doig River 206,56.56,-120.5
Dokie Siding,55.65,-121.73
Dokis,46.13,-80.03
Dokis 9,46.06,-80.04
Dolbeau,48.88,-72.23
Dollard,49.61,-108.58
Dollard-Des Ormeaux,45.48,-73.81
Dollarton,49.31,-122.95
Dolphin Beach,49.3,-124.15
Dolphin Island 1,53.78,-130.43
Domain,49.61,-97.32
Domaine-à-Martin,45.44,-74.34
Domaine-Bastien,45.95,-74.28
Domaine-Beauchesne,46.48,-73.27
Domaine-Beaumont,45.51,-74.1
Domaine-Belle-Rivière,46.14,-74.48
Domaine-Boisvert,45.82,-71.63
Domaine-Brunet,45.45,-74.33
Domaine-Cloutier,45.75,-74.06
Domaine-Condor,45.76,-71.86
Domaine-de-la-Châtelaine,45.93,-74.32
Domaine-de-la-Halte,45.93,-71.79
Domaine-de-la-Petite-Coulée,45.95,-72.23
Domaine-des-Lacs-Boisés,46,-74.32
Domaine-des-Pins,45.95,-71.36
Domaine-des-Pyramides,46.14,-74.41
Domaine-des-Rêves,45.96,-73.93
Domaine-des-Sapins,45.79,-71.84
Domaine-des-Sept-Chutes,45.83,-71.65
Domaine-des-Sources,45.75,-74.09
Domaine-du-Lac-des-Cyprès,45.94,-72.19
Domaine-Entrelacs,46.1,-74
Domaine-Filion,45.9,-74.19
Domaine-Fortier,45.77,-74.12
Domaine-Francoeur,45.8,-72.25
Domaine-Frontiersman,49.85,-74.41
Domaine-Grenon,45.77,-74.21
Domaine-Guaybois,45.81,-72.24
Domaine-Guindon,46.07,-74.3
Domaine-Lavertu,45.91,-73.89
Domaine-Lemieux,45.86,-72.1
Domaine-Lemire,45.88,-72.36
Domaine-Malard,46.2,-71.55
Domaine-Mont-Blanc,45.94,-74.43
Domaine-Parent,45.855,-73.17
Domaine-Pharand,45.3,-74.18
Domaine-Roger,46.13,-74.48
Dome,48.46,-81.24
Dome Creek,53.75,-121.03
Dominion,46.21,-60.01
Dominion Heights,50.43,-104.56
Dominion Industrial,53.57,-113.55
Dominionville,45.25,-74.83
Domremy Beach,52.7,-105.56
Domville,44.76,-75.55
Don Lita,46.51,-80.91
Don Mills,43.73,-79.34
Don Vale,43.67,-79.36
Donahue Lake,45.31,-61.5
Donald Landing,54.48,-125.65
Donaldson,44.98,-76.73
Donatville,54.74,-112.8
Donavon,51.8,-107.13
Doncaster Indian Reserve 17,46.15,-74.11
Donegal,44.56,-79.045
Dongola,44.74,-78.75
Donkin,46.18,-59.87
Donnelly Settlement,45.84,-67.02
Donnybrook,43.83,-81.48
Donwell,51.53,-102.35
Doobah 10,48.74,-124.73
Doon,43.39,-80.41
Doonside,49.91,-101.81
Dorchester Cape,45.86,-64.53
Doré Bay,45.64,-77.22
Dorea,45,-73.92
Dorion,48.785,-88.595
Dorion Landing,48.78,-88.52
Dorking,43.64,-80.75
Dorland,43.595,-78.895
Dorn Ridge,46.13,-66.92
Dornoch,44.31,-80.85
Dorrington Hill,45.92,-67.43
Dorset Park,43.635,-79.575
Dorts Cove,45.34,-61.45
Dorval,45.45,-73.75
Dorval-Lodge,47.44,-77.07
Doucetteville,44.44,-65.82
Douglas 8,49.75,-122.18
Douglas Glen,50.95,-114
Douglas Harbour,45.91,-66.1
Douglas Lake 3,50.16,-120.28
Douglas Place,50.43,-104.57
Douglas Road,44.97,-65.13
Douglasdale Estates,50.93,-113.99
Douglasfield,46.99,-65.49
Douro,44.37,-78.19
Douro-Dummer,44.45,-78.12
Douville,45.6,-72.97
Dove Island 12,50.93,-127.14
Dover Centre,42.48,-82.31
Dover Heights,45.01,-74.76
Dover Hill,46.62,-67.74
Dovercourt,53.56,-113.56
Dow Settlement,45.95,-67.47
Dowling,46.59,-81.33
Downers Corners,44.29,-78.29
Downeys,43.47,-80.22
Downeyville,44.37,-78.59
Downsview,43.73,-79.49
Doyles,47.83,-59.19
Doyles,42.33,-82.16
Doyles Brook,46.83,-65.73
Doyleville,47.9,-66.1
Dracon,43.81,-80.38
Dragon,45.47,-74.25
Dragon Lake 3,52.97,-122.42
Drapeau,48.11,-66.28
Drew,43.97,-80.88
Drew Harbour 9,50.08,-125.18
Drift Pile River 150,55.36,-115.77
Driftwood,49.14,-81.38
Driftwood Creek,54.81,-127.07
Driftwood River (Kastberg Creek) 1,55.91,-126.56
Drisdelle,46.13,-64.39
Drisdelle Settlement,47.23,-65.2
Dromore,44.11,-80.66
Dropmore,51.01,-101.44
Druid,51.8,-108.8
Drum Head,45.14,-61.6
Drummond Centre,44.99,-76.23
Drummond Heights,43.06,-79.1
Drummond Station,47.04,-67.67
Drummond/North Elmsley,44.97,-76.21
Drumquin,43.53,-79.78
Drury,46.38,-81.5
Drury Cove,45.33,-66.03
Drurys Cove,45.68,-65.55
Dry Gulch,50.57,-116.03
Dry Salmon 7,50.74,-121.93
Drysdale,43.45,-81.7
Duart,42.5,-81.75
Dubee Settlement,45.92,-65.48
Dublin Shore,44.26,-64.36
Dubonnet,46.67,-70.2
Dubuc,50.68,-102.47
Dubuisson,48.11,-77.95
Duck Lake 7,49.99,-119.4
Duck Lake 76B,47.83,-83.33
Duck Range,50.61,-119.83
Duck River,51.9,-100.24
Duclos,45.68,-76.12
Duclos Point,44.35,-79.24
Dudley,45.04,-79.61
Dudswell,45.58,-71.58
Dufaultville,48.55,-67.93
Duff,50.87,-103.09
Duff Corners,44.39,-77.29
Dufferin,50.66,-120.38
Dufferin,46.14,-65.83
Dufferin 10,50.07,-121.55
Dufferin Bridge,45.47,-79.68
Duffs,47.44,-53.09
Duff's Corners,43.19,-80.02
Duffyville,45.69,-76.67
Dufournel,46.92,-71.08
Dufourville,46.28,-64.75
Dufresne,49.72,-96.72
Dufresne,46.03,-74.17
Dufrost,49.35,-97.05
Dugald,49.88,-96.83
Dugas,47.8,-65.11
Dug-da-myse 12,51.03,-126.51
Duggan,53.48,-113.5
Duguayville,47.6,-65.05
Duguesclin,48.42,-64.44
Dugwal,48.57,-81.01
Duhamel,52.91,-112.96
Duhamel,46.01,-75.08
Duhamel-Ouest,47.36,-79.43
Dulcemaine,44.44,-76.05
Dumas,49.95,-102.16
Dumbarton,45.37,-67.12
Dumfries,45.96,-67.14
Dummer,49.84,-104.83
Dunakin,45.95,-61.26
Dunany,45.74,-74.33
Dunbar,45.04,-75.23
Dunbar-Southlands,49.25,-123.18
Dunbarton,43.82,-79.12
Dunboro,45.14,-72.72
Dunboyne,42.71,-80.98
Duncan Lake 2,54.42,-126.13
Duncan's 151A,56.09,-117.85
Duncans Cove,44.5,-63.53
Dunchurch,45.64,-79.85
Duncrief,43.07,-81.46
Dundarave,49.33,-123.18
Dundas,46.27,-64.86
Dundas,43.27,-79.94
Dundas Island 32B,54.55,-130.97
Dundee,48,-66.48
Dundee,45.69,-61.1
Dundee,45,-74.5
Dundee Centre,45.02,-74.42
Dundela,44.94,-75.3
Dundonald,44.06,-77.86
Dundonald,52.14,-106.72
Dunedin,44.29,-80.17
Dune-du-Sud,47.41,-61.75
Dunfield,48.35,-53.37
Dungannon,43.85,-81.59
Dungarry,46.01,-61.48
Dunkeld,44.16,-81.21
Dunkerron,44.04,-79.66
Dunkin,45.05,-72.46
Dunkirk,50.03,-105.71
Dunkley,53.27,-122.46
Dunleath,51.21,-102.21
Dunlop,47.68,-65.73
Dunlop,43.77,-81.69
Dunluce,53.62,-113.53
Dunnette Landing,44.19,-78.1
Dunning,49.04,-80.83
Dunns Valley,46.46,-83.62
Dunraven,45.74,-76.66
Dunrea,49.4,-99.73
Dunrobin,45.42,-76.01
Dunrobin Shore,45.45,-75.96
Dunsinane,45.83,-65.35
Dunsmuir,49.38,-124.61
Dunster,53.12,-119.83
Duntara,48.58,-53.38
Duntroon,44.39,-80.19
Dunvegan,46.29,-61.22
Dunvegan,45.36,-74.81
Duperow,51.98,-108.23
Duprat,48.32,-79.04
Dupuis Corner,46.21,-64.31
Durban,51.92,-101.44
Durells Island,45.34,-61.01
Duret,48.04,-65.25
Durham Bridge,46.12,-66.6
Durham Centre,47.91,-66.03
Durieu,49.22,-122.24
Dutch Brook,46.06,-60.2
Dutch Line,44.86,-78.62
Dutch Settlement,44.99,-63.44
Dutch Valley,45.7,-65.46
Duthill,42.69,-82.39
Dutton/Dunwich,42.68,-81.49
Duttona Beach,42.58,-81.46
Duvernay,53.78,-111.69
Duvernay,45.58,-73.66
Dwyer Hill,45.12,-75.94
Dyce,54.36,-100.15
Dyer,45.27,-74.91
Dyer's Bay,45.16,-81.33
Dyment,49.61,-92.31
Dymond,47.53,-79.67
Dynes,43.34,-79.78
"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",45.19,-78.4
Dzagayap 73,54.3,-129.3
Dzagayap 74,54.31,-129.26
Dzin Tl'At 46,54.76,-125.4
Dzitline Lee 9,54.87,-125.13
Eades,48.93,-79.88
Eads Bush,45.93,-81.93
Eady,44.65,-79.61
Eagle,42.56,-81.56
Eagle Bay,50.93,-119.21
Eagle Creek,51.86,-120.86
Eagle Harbour,49.35,-123.26
Eagle Head,44.07,-64.61
Eagle Heights,48.76,-123.7
Eagle Hill,51.82,-114.38
Eagle Lake 27,49.73,-93.03
Eagle Mountain,49.05,-88.6
Eagle Place,43.13,-80.27
Eagle Ridge,50.98,-114.1
Eagle Ridge,49.28,-122.82
Eagle Ridge Country Estates,52.16,-106.48
Eagle Run,49.75,-123.13
Eagle Village First Nation-Kipawa,46.78,-78.98
Eagles Lake 165C,54.1,-108.05
Eaglesham,55.78,-117.88
Eaglesons Corners,45.3,-75.87
Eamers Corners,45.05,-74.76
Ear Falls,50.675,-93.275
Eardley,45.55,-76.09
Earle Wharf,45.62,-65.9
Earlstown,45.32,-71.88
Earltown,45.57,-63.13
Earnscliffe,50.41,-105.53
East Aldfield,45.74,-76.18
East Amherst,45.84,-64.18
East Baccaro,43.46,-65.46
East Baltic,46.43,-62.16
East Bay,46.01,-60.37
East Beaver Brook,47.13,-65.58
East Berlin,44.07,-64.56
East Berwick,45.04,-64.7
East Branch,46.54,-64.89
East Branch,45.66,-63.02
East Brighton,46.26,-67.43
East Canaan,43.97,-65.86
East Cape,47.61,-61.47
East Centreville,46.44,-67.67
East Chester,44.56,-64.22
East Chezzetcook,44.72,-63.23
East Clifford,44.45,-64.74
East Clifton,45.25,-71.57
East Cloverdale,46.27,-67.34
East Colborne,44.01,-77.86
East Coldstream,46.4,-67.44
East Collette,46.8,-65.42
East Coulee,51.33,-112.48
East Dalhousie,44.7,-64.79
East Dover,44.49,-63.85
East Dunham,45.11,-72.74
East Earltown,45.65,-63.12
East Farnham,45.23,-72.76
East Ferris,46.24,-79.27
East Ferry,44.39,-66.2
East Folly Mountain,45.48,-63.49
East Fraserville,45.39,-64.63
East Galloway,46.58,-64.79
East Garafraxa,43.84,-80.24
East Glassville,46.51,-67.37
East Gore,45.11,-63.68
East Green Harbour,43.71,-65.13
East Harrow,42.03,-82.89
East Havre Boucher,45.67,-61.49
East Hawkesbury,45.5,-74.5
East Hereford,45.08,-71.5
East Hill,45.15,-72.49
East Hungerford,44.5,-77.15
East Inglisville,44.86,-65.07
East Jordan,43.76,-65.21
East Kelowna,49.86,-119.42
East Kildonan,49.92,-97.1
East Kildonan - Transcona,49.91,-97.04
East Kingston,45,-64.9
East Knowlesville,46.46,-67.33
East Korah,46.56,-84.35
East LaHave,44.3,-64.36
East Lake Ainslie,46.13,-61.13
East Lawrencetown,44.66,-63.32
East Leicester,45.79,-63.97
East Linton,44.64,-80.93
East Loon Lake Village,45.26,-62.7
East Luther Grand Valley,43.95,-80.36
East Mapleton,45.55,-64.12
East Margaretsville,45.05,-65.01
East McKirdy,49.27,-88.13
East Moberly Lake 169,55.83,-121.63
East Mountain,45.42,-63.18
East New Annan,45.6,-63.28
East Newbridge,46.15,-67.45
East Noel,45.3,-63.7
East Oakland,43.03,-80.28
East Oro,44.53,-79.49
East Osoyoos,49.01,-119.43
East Oxford,44.91,-75.65
East Pennant,44.46,-63.63
East Petpeswick,44.71,-63.16
East Port L'Hebert,43.82,-64.92
East Port Medway,44.15,-64.57
East Prairie Metis Settlement,55.17,-116.14
East Preston,44.72,-63.41
East Pubnico,43.67,-65.76
East Quinan,43.92,-65.8
East Quoddy,44.91,-62.33
East River,44.58,-64.16
East River St. Marys,45.39,-62.16
East River St. Marys West Side,45.38,-62.16
East Riverside-Kinghurst,45.36,-65.99
East Saanich 2,48.58,-123.38
East Sable River,43.78,-65
East Scotch Settlement,45.75,-65.8
East Selkirk,50.13,-96.83
East Shediac,46.22,-64.51
East Ship Harbour,44.77,-62.8
East Side of Ragged Island,43.7,-65.07
East Skye Glen,46.04,-61.19
East Slope,46.18,-59.99
East Sooke,48.36,-123.68
East Southampton,45.59,-64.2
East Springbank,51.04,-114.2
East St. Paul,49.98,-97.04
East Stewiacke,45.14,-63.29
East Sullivan Mines,48.07,-77.7
East Tracadie,45.63,-61.62
East Trail,49.09,-117.69
East Tremont,44.95,-64.9
East Uniacke,44.9,-63.78
East Village,45.44,-63.56
East Wallace,45.79,-63.43
East Walton,45.25,-63.95
East Waterville,46.05,-67.29
East Wellington,49.17,-124
East Windsor,42.32,-82.98
East York,43.7,-79.34
East Zorra-Tavistock,43.24,-80.79
Eastbourne,44.29,-79.48
Eastburn,49.22,-122.94
Eastern Corner,47.69,-53.47
Eastern Island 13,53.92,-125.67
Eastern Kings,46.43,-62.11
Eastern Points,44.34,-64.2
Eastford,49.25,-81.1
Eastgate,49.13,-120.61
Easton,44.3,-65.86
Eastons Corners,44.83,-75.88
Eastport North,48.66,-53.75
Eastside,46.52,-84.26
Eastview,46.66333333,-79.40666667
Eastview,51.275,-105.595
Eastville,45.27,-62.88
Eastway Gardens,45.41,-75.64
Eastwood,53.56,-113.45
Eastwood,43.14,-80.66
Eaton,45.36,-71.59
Eaton Corner,45.36,-71.59
Eatonville,45.39,-64.86
Eatonville,42.36,-81.88
Eatonville,47.33,-69.68
Eau Claire,51.05,-114.06
Eau Claire,46.24,-78.89
Ebb and Flow 52,51.04,-98.99
Ebbs Shore,45.04,-76.19
Ebbsfleet,46.88,-64.23
Eberts,42.5,-82.18
Ebor,49.74,-101.33
Eccles Hill,45.01,-72.9
Echachis 2,49.12,-125.93
Echo Beach,45.19,-79.45
Echo Place,43.14,-80.21
Echo River,46.5,-84.03
Eclipse,51.14,-99.97
Ecum Secum West,44.96,-62.16
Eddies Cove,51.41,-56.46
Eddontenajon,57.81,-129.96
Eddystone,51.09,-99.14
Eddystone,44.05,-78.01
Eden,50.37,-99.46
Eden,45.85,-61.12
Eden,42.79,-80.74
Eden Grove,44.305,-78.665
Eden Lake,45.4,-62.29
Eden Valley 216,50.46,-114.23
Edenhurst,44.91,-81.26
Edenvale,44.45,-79.9
Edgar,44.5,-79.62
Edgars,42.15,-82.9
Edge Hill,44.22,-80.79
Edgeley,43.79,-79.52
Edgeley,50.63,-103.99
Edgemont,51.11,-114.15
Edgetts Landing,45.9,-64.62
Edgewater Beach,42.15,-83.11
Edgewood Park,43.585,-78.705
Edmison Heights,44.33,-78.32
Edmiston Industrial,53.56,-113.63
Edmore Beach,44.6,-80
Edmundston-Est,47.37,-68.32
Edrans,50.05,-99.13
Edville,44.05,-77.82
Edwards,45.32,-75.46
Edwardsburgh/Cardinal,44.84,-75.5
Edwardsville,46.15,-60.23
Edwin,49.88,-98.51
Edye 93,54.06,-130.57
Edys Mills,42.73,-82.12
Eel Brook,43.82,-65.91
Eel Ground 2,46.99,-65.63
Eel River 3,48.03,-66.38
Eel River Bridge,47.04,-65.01
Eel River Cove,48,-66.38
Eel River Lake,45.83,-67.65
Eelseuklis 10,49.21,-125.67
Eeyou Istchee Baie-James,52,-76
Effingham,43.07,-79.3
Egan Creek,45.04,-77.71
Egan-Sud,46.43,-76
Egbert,44.23,-79.76
Egeria Bay 19,54.21,-132.98
Egerton,45.6,-62.47
Egerton,44,-80.52
Egg Lake 1,54.39,-101.46
Egmondville,43.54,-81.4
Egmont,49.75,-123.93
Egremont,54.03,-113.12
Egypt,44.27,-79.3
Égypte,45.53,-72.71
Ehatis 11,49.98,-126.86
Eight Island Lake,45.35,-61.94
Eight Mile Point,44.51,-79.42
Ekfrid,42.75,-81.6
Ekota,53.45,-113.44
Elak Dase 192A,55.87,-106.75
Elba,44.05,-80.13
Elbow Lake,52.49,-101.71
Elbow Park,51.01,-114.08
Elboya,51.01,-114.06
Elcho,43.01,-79.55
Elcho 6,52.4,-127.53
Elco Beach,42.87,-79.15
Elder,44.07,-80.04
Elder Mills,43.8,-79.63
Elderbank,44.98,-63.21
Eldersley,52.85,-103.81
Eldorado,44.58,-77.51
Eldorado,59.55,-108.5
Eldorado Park,43.64,-79.77
Electric,42.51,-82.35
Elford,42.1,-82.81
Elfrida,43.17,-79.78
Elgin Mills,43.89,-79.44
Elginburg,44.31,-76.54
Elginfield,43.16,-81.35
Elimere Point,44.75,-79.84
Elimville,43.33,-81.4
Elizabeth Bay,45.82,-82.7
Elizabeth Gardens,43.37,-79.73
Elizabeth Park,45.33,-75.67
Elizabethtown-Kitley,44.7,-75.81
Elizabethville,44.04,-78.46
Elkwater,49.66,-110.28
Ellengowan,44.25,-81.24
Ellenvale,44.67,-63.52
Ellerslie-Bideford,46.6,-63.95
Ellesmere,43.76,-79.28
Elliotts Corners,44.71,-79.81
Ellison,49.94,-119.36
Elliston,48.62,-53.04
Ellisville,44.48,-76.15
Ellscott,54.5,-112.9
Elm,45.35,-76.09
Elm Brook,45.7,-65.78
Elm Hill,45.7,-66.14
Elm Tree,44.68,-77.01
Elmbrook,44.05,-77.14
Elmdale,42.04,-82.48
Elmfield,45.64,-62.93
Elmgrove,44.51,-78.01
Elmhedge,44.55,-80.68
Elmhurst,45.56,-65.94
Elmhurst Beach,44.21,-79.46
Elmside,45.53,-76.39
Elmstead,42.28,-82.84
Elmsvale,45.08,-63.07
Elmsville,45.26,-67
Elmtree,46.84,-65.74
Elmvale Acres,45.39,-75.63
Elmview,46.64,-80.99
Elmwood Estates,46.11,-64.76
Elmwood Park,53.57,-113.45
Eloida,44.67,-75.96
Elphin,44.92,-76.61
Elphinstone,49.39,-123.53
Elphinstone,50.53,-100.32
Elsinore,44.52,-81.24
Elstow,51.98,-106.05
Elva,49.21,-101.11
Elzevir,44.64,-77.27
Emerald,44.14,-76.77
Emerald,46.36,-63.55
Emerald Vale,47.5,-53.29
Emery,44.065,-77.835
Emeryville,42.29,-82.76
Émileville,45.48,-72.89
Emily Harbour,54.53,-57.18
Emma Lake,53.56,-105.88
Empey Hill,44.25,-77.06
Empire Corners,43.04,-79.79
Empire Park,53.48,-113.5
Endako,54.08,-125.02
Enderby 2,50.55,-119.13
Endiang,51.95,-112.15
Engen,54.02,-124.29
Englewood,50.49,-104.62
English Harbour,48.37,-53.26
English Line,44.27,-77.73
English River,49.22,-90.96
English River 192H,56.33,-107.33
English River 21,50.18,-94.03
English River 66,50.46,-84.36
English River Barkwell Bay 1921,57.6,-106.07
English River First Nation Cable Bay Cree Lake 192M,57.36,-107.14
English River Flatstone Lake 192L,56.24,-107.71
English River Haultain Lake 192K,56.82,-106.29
English Settlement,46.24,-66.71
Englishtown,46.28,-60.54
Enhalt 11,50.32,-121.32
Enilda,55.41,-116.31
Ennemond,47.39,-68.44
Ennisclare Park,43.46,-79.65
Ennishone,47.07,-67.67
Enniskillen,45.54,-66.49
Enniskillen,43.43,-80.44
Ennotville,43.65,-80.32
Enoch Cree Nation 135,53.48,-113.75
Enon,45.81,-60.53
Enquocto 14,50.46,-120.95
Ensheshese 13,54.5,-130.22
Ensheshese 53,54.5,-130.23
Entlqwekkinh 19,50.46,-121.31
Entrance,53.37,-117.69
Entrelacs,46.11,-74
Entwistle,53.59,-114.99
Environ,52.23,-107.31
Epping,44.45,-80.55
Epsom,44.09,-79.03
Epworth Park,45.32,-66.2
Equis 8,48.96,-125.28
Eramosa,43.61,-80.21
Erb Settlement,45.65,-65.62
Erbs Cove,45.59,-65.91
Erbsville,43.48,-80.6
Erie,42.9,-80
Erie Beach,42.575,-80.46
Erie Curve,42.04,-82.6
Erie Rest,42.66,-81.23
Erie View,42.59,-80.51
Erin Mills,43.53,-79.68
Erin Ridge,53.66,-113.61
Erin Woods,51.02,-114.96
Erindale,43.54,-79.65
Erindale Woodlands,43.55,-79.65
Erinferry,53.65,-107.01
Eringate,43.66,-79.58
Erinsville,44.48,-77.05
Erinville,45.37,-61.74
Erlton,51.03,-114.06
Ermineskin,53.46,-113.5
Ermineskin 138,52.87,-113.49
Ernfold,50.44,-106.89
Errettsville,47.83,-79.86
Errol,43.04,-82.19
Erwood,52.85,-102.18
Escott,44.44,-75.92
Escuminac,47.07,-64.91
Escuminac,48.11,-66.48
Escuminac East,48.14,-66.42
Escuminac Flats,48.11,-66.45
Escuminac-Nord,48.15,-66.5
Esdraelon,46.43,-67.42
Esgenoôpetitj 14,47.22,-65.13
Esk,51.81,-104.85
Eskasoni 3,45.95,-60.61
Eskasoni 3A,45.95,-60.57
Eskbank,50.66,-106.15
Esker Ridge,54.65,-95
Esker Ridge B,54.73,-94.78
Esler,52.1,-122.18
Esmonde,45.39,-77.05
Esowista 3,49.07,-125.79
Espeseth Cove,50.55,-102.4
Esprit-Saint,48.06,-68.56
Essa,44.295,-79.8
Essondale,49.22,-122.81
Essonville,45,-78.3
Estérel,46.05,-74.01
Estlin,50.25,-104.53
Estmere,45.93,-60.98
Est-patrolas 4,48.71,-123.6
Estuary,50.93,-109.81
Étamamiou,50.26,-59.97
Ethel,43.72,-81.13
Ethel Park,44.43,-79.16
Ethelton,52.78,-104.93
Etobicoke,43.665,-79.56
Eton Court,43.04,-82.21
Etonia,43.17,-80.47
Eton-Rugby,49.88,-93
Etsekin 1,50.55,-126.18
Etters Beach,51.23,-105.29
Ettyville,45.42,-75.09
Etwell,45.34,-79.35
Euchinico Creek 17,53.21,-123.5
Euchinico Creek 18,53.19,-123.52
Euchinico Creek 19,53.25,-123.55
Eustis,45.31,-71.91
Évangéline,47.7,-64.85
Evansdale,53.6,-113.47
Evanston,45.61,-61.21
Evansville,46.095,-81.23
