Municipality,Province - Territory,Latitude,Longitude
Domaine-de-la-Halte,Quebec,45.93,-71.79
Domaine-de-la-Petite-Coulée,Quebec,45.95,-72.23
Domaine-des-Lacs-Boisés,Quebec,46,-74.32
Domaine-des-Pins,Quebec,45.95,-71.36
Domaine-des-Pyramides,Quebec,46.14,-74.41
Domaine-des-Rêves,Quebec,45.96,-73.93
Domaine-des-Sapins,Quebec,45.79,-71.84
Domaine-des-Sept-Chutes,Quebec,45.83,-71.65
Domaine-des-Sources,Quebec,45.75,-74.09
Domaine-du-Lac-des-Cyprès,Quebec,45.94,-72.19
Domaine-Entrelacs,Quebec,46.1,-74
Domaine-Filion,Quebec,45.9,-74.19
Domaine-Fortier,Quebec,45.77,-74.12
Domaine-Francoeur,Quebec,45.8,-72.25
Domaine-Frontiersman,Quebec,49.85,-74.41
Domaine-Grenon,Quebec,45.77,-74.21
Domaine-Guaybois,Quebec,45.81,-72.24
Domaine-Guindon,Quebec,46.07,-74.3
Domaine-Lavertu,Quebec,45.91,-73.89
Domaine-Lemieux,Quebec,45.86,-72.1
Domaine-Lemire,Quebec,45.88,-72.36
Domaine-Malard,Quebec,46.2,-71.55
Domaine-Mont-Blanc,Quebec,45.94,-74.43
Domaine-Parent,Quebec,45.855,-73.17
Domaine-Pharand,Quebec,45.3,-74.18
Domaine-Roger,Quebec,46.13,-74.48
Dome,Ontario,48.46,-81.24
Dome Creek,British Columbia,53.75,-121.03
Dominion,Nova Scotia,46.21,-60.01
Dominion Heights,Saskatchewan,50.43,-104.56
Dominion Industrial,Alberta,53.57,-113.55
Dominionville,Ontario,45.25,-74.83
Domremy Beach,Saskatchewan,52.7,-105.56
Domville,Ontario,44.76,-75.55
Don Lita,Ontario,46.51,-80.91
Don Mills,Ontario,43.73,-79.34
Don Vale,Ontario,43.67,-79.36
Donahue Lake,Nova Scotia,45.31,-61.5
Donald Landing,British Columbia,54.48,-125.65
Donaldson,Ontario,44.98,-76.73
Donatville,Alberta,54.74,-112.8
Donavon,Saskatchewan,51.8,-107.13
Doncaster Indian Reserve 17,Quebec,46.15,-74.11
Donegal,Ontario,44.56,-79.045
Dongola,Ontario,44.74,-78.75
Donkin,Nova Scotia,46.18,-59.87
Donnelly Settlement,New Brunswick,45.84,-67.02
Donnybrook,Ontario,43.83,-81.48
Donwell,Saskatchewan,51.53,-102.35
Doobah 10,British Columbia,48.74,-124.73
Doon,Ontario,43.39,-80.41
Doonside,Saskatchewan,49.91,-101.81
Dorchester Cape,New Brunswick,45.86,-64.53
Doré Bay,Ontario,45.64,-77.22
Dorea,Quebec,45,-73.92
Dorion,Ontario,48.785,-88.595
Dorion Landing,Ontario,48.78,-88.52
Dorking,Ontario,43.64,-80.75
Dorland,Ontario,43.595,-78.895
Dorn Ridge,New Brunswick,46.13,-66.92
Dornoch,Ontario,44.31,-80.85
Dorrington Hill,New Brunswick,45.92,-67.43
Dorset Park,Ontario,43.635,-79.575
Dorts Cove,Nova Scotia,45.34,-61.45
Dorval,Quebec,45.45,-73.75
Dorval-Lodge,Quebec,47.44,-77.07
Doucetteville,Nova Scotia,44.44,-65.82
Douglas 8,British Columbia,49.75,-122.18
Douglas Glen,Alberta,50.95,-114
Douglas Harbour,New Brunswick,45.91,-66.1
Douglas Lake 3,British Columbia,50.16,-120.28
Douglas Place,Saskatchewan,50.43,-104.57
Douglas Road,Nova Scotia,44.97,-65.13
Douglasdale Estates,Alberta,50.93,-113.99
Douglasfield,New Brunswick,46.99,-65.49
Douro,Ontario,44.37,-78.19
Douro-Dummer,Ontario,44.45,-78.12
Douville,Quebec,45.6,-72.97
Dove Island 12,British Columbia,50.93,-127.14
Dover Centre,Ontario,42.48,-82.31
Dover Heights,Ontario,45.01,-74.76
Dover Hill,New Brunswick,46.62,-67.74
Dovercourt,Alberta,53.56,-113.56
Dow Settlement,New Brunswick,45.95,-67.47
Dowling,Ontario,46.59,-81.33
Downers Corners,Ontario,44.29,-78.29
Downeys,Ontario,43.47,-80.22
Downeyville,Ontario,44.37,-78.59
Downsview,Ontario,43.73,-79.49
Doyles,Newfoundland and Labrador,47.83,-59.19
Doyles,Ontario,42.33,-82.16
Doyles Brook,New Brunswick,46.83,-65.73
Doyleville,New Brunswick,47.9,-66.1
Dracon,Ontario,43.81,-80.38
Dragon,Quebec,45.47,-74.25
Dragon Lake 3,British Columbia,52.97,-122.42
Drapeau,Quebec,48.11,-66.28
Drew,Ontario,43.97,-80.88
Drew Harbour 9,British Columbia,50.08,-125.18
Drift Pile River 150,Alberta,55.36,-115.77
Driftwood,Ontario,49.14,-81.38
Driftwood Creek,British Columbia,54.81,-127.07
Driftwood River (Kastberg Creek) 1,British Columbia,55.91,-126.56
Drisdelle,New Brunswick,46.13,-64.39
Drisdelle Settlement,New Brunswick,47.23,-65.2
Dromore,Ontario,44.11,-80.66
Dropmore,Manitoba,51.01,-101.44
Druid,Saskatchewan,51.8,-108.8
Drum Head,Nova Scotia,45.14,-61.6
Drummond Centre,Ontario,44.99,-76.23
Drummond Heights,Ontario,43.06,-79.1
Drummond Station,New Brunswick,47.04,-67.67
Drummond/North Elmsley,Ontario,44.97,-76.21
Drumquin,Ontario,43.53,-79.78
Drury,Ontario,46.38,-81.5
Drury Cove,New Brunswick,45.33,-66.03
Drurys Cove,New Brunswick,45.68,-65.55
Dry Gulch,British Columbia,50.57,-116.03
Dry Salmon 7,British Columbia,50.74,-121.93
Drysdale,Ontario,43.45,-81.7
Duart,Ontario,42.5,-81.75
Dubee Settlement,New Brunswick,45.92,-65.48
Dublin Shore,Nova Scotia,44.26,-64.36
Dubonnet,Quebec,46.67,-70.2
Dubuc,Saskatchewan,50.68,-102.47
Dubuisson,Quebec,48.11,-77.95
Duck Lake 7,British Columbia,49.99,-119.4
Duck Lake 76B,Ontario,47.83,-83.33
Duck Range,British Columbia,50.61,-119.83
Duck River,Manitoba,51.9,-100.24
Duclos,Quebec,45.68,-76.12
Duclos Point,Ontario,44.35,-79.24
Dudley,Ontario,45.04,-79.61
Dudswell,Quebec,45.58,-71.58
Dufaultville,Quebec,48.55,-67.93
Duff,Saskatchewan,50.87,-103.09
Duff Corners,Ontario,44.39,-77.29
Dufferin,British Columbia,50.66,-120.38
Dufferin,New Brunswick,46.14,-65.83
Dufferin 10,British Columbia,50.07,-121.55
Dufferin Bridge,Ontario,45.47,-79.68
Duffs,Newfoundland and Labrador,47.44,-53.09
Duff's Corners,Ontario,43.19,-80.02
Duffyville,Quebec,45.69,-76.67
Dufournel,Quebec,46.92,-71.08
Dufourville,New Brunswick,46.28,-64.75
Dufresne,Manitoba,49.72,-96.72
Dufresne,Quebec,46.03,-74.17
Dufrost,Manitoba,49.35,-97.05
Dugald,Manitoba,49.88,-96.83
Dugas,New Brunswick,47.8,-65.11
Dug-da-myse 12,British Columbia,51.03,-126.51
Duggan,Alberta,53.48,-113.5
Duguayville,New Brunswick,47.6,-65.05
Duguesclin,Quebec,48.42,-64.44
Dugwal,Ontario,48.57,-81.01
Duhamel,Alberta,52.91,-112.96
Duhamel,Quebec,46.01,-75.08
Duhamel-Ouest,Quebec,47.36,-79.43
Dulcemaine,Ontario,44.44,-76.05
Dumas,Saskatchewan,49.95,-102.16
Dumbarton,New Brunswick,45.37,-67.12
Dumfries,New Brunswick,45.96,-67.14
Dummer,Saskatchewan,49.84,-104.83
Dunakin,Nova Scotia,45.95,-61.26
Dunany,Quebec,45.74,-74.33
Dunbar,Ontario,45.04,-75.23
Dunbar-Southlands,British Columbia,49.25,-123.18
Dunbarton,Ontario,43.82,-79.12
Dunboro,Quebec,45.14,-72.72
Dunboyne,Ontario,42.71,-80.98
Duncan Lake 2,British Columbia,54.42,-126.13
Duncan's 151A,Alberta,56.09,-117.85
Duncans Cove,Nova Scotia,44.5,-63.53
Dunchurch,Ontario,45.64,-79.85
Duncrief,Ontario,43.07,-81.46
Dundarave,British Columbia,49.33,-123.18
Dundas,New Brunswick,46.27,-64.86
Dundas,Ontario,43.27,-79.94
Dundas Island 32B,British Columbia,54.55,-130.97
Dundee,New Brunswick,48,-66.48
Dundee,Nova Scotia,45.69,-61.1
Dundee,Quebec,45,-74.5
Dundee Centre,Quebec,45.02,-74.42
Dundela,Ontario,44.94,-75.3
Dundonald,Ontario,44.06,-77.86
Dundonald,Saskatchewan,52.14,-106.72
Dunedin,Ontario,44.29,-80.17
Dune-du-Sud,Quebec,47.41,-61.75
Dunfield,Newfoundland and Labrador,48.35,-53.37
Dungannon,Ontario,43.85,-81.59
Dungarry,Nova Scotia,46.01,-61.48
Dunkeld,Ontario,44.16,-81.21
Dunkerron,Ontario,44.04,-79.66
Dunkin,Quebec,45.05,-72.46
Dunkirk,Saskatchewan,50.03,-105.71
Dunkley,British Columbia,53.27,-122.46
Dunleath,Saskatchewan,51.21,-102.21
Dunlop,New Brunswick,47.68,-65.73
Dunlop,Ontario,43.77,-81.69
Dunluce,Alberta,53.62,-113.53
Dunnette Landing,Ontario,44.19,-78.1
Dunning,Ontario,49.04,-80.83
Dunns Valley,Ontario,46.46,-83.62
Dunraven,Quebec,45.74,-76.66
Dunrea,Manitoba,49.4,-99.73
Dunrobin,Ontario,45.42,-76.01
Dunrobin Shore,Ontario,45.45,-75.96
Dunsinane,New Brunswick,45.83,-65.35
Dunsmuir,British Columbia,49.38,-124.61
Dunster,British Columbia,53.12,-119.83
Duntara,Newfoundland and Labrador,48.58,-53.38
Duntroon,Ontario,44.39,-80.19
Dunvegan,Nova Scotia,46.29,-61.22
Dunvegan,Ontario,45.36,-74.81
Duperow,Saskatchewan,51.98,-108.23
Duprat,Quebec,48.32,-79.04
Dupuis Corner,New Brunswick,46.21,-64.31
Durban,Manitoba,51.92,-101.44
Durells Island,Nova Scotia,45.34,-61.01
Duret,Quebec,48.04,-65.25
Durham Bridge,New Brunswick,46.12,-66.6
Durham Centre,New Brunswick,47.91,-66.03
Durieu,British Columbia,49.22,-122.24
Dutch Brook,Nova Scotia,46.06,-60.2
Dutch Line,Ontario,44.86,-78.62
Dutch Settlement,Nova Scotia,44.99,-63.44
Dutch Valley,New Brunswick,45.7,-65.46
Duthill,Ontario,42.69,-82.39
Dutton/Dunwich,Ontario,42.68,-81.49
Duttona Beach,Ontario,42.58,-81.46
Duvernay,Alberta,53.78,-111.69
Duvernay,Quebec,45.58,-73.66
Dwyer Hill,Ontario,45.12,-75.94
Dyce,Manitoba,54.36,-100.15
Dyer,Ontario,45.27,-74.91
Dyer's Bay,Ontario,45.16,-81.33
Dyment,Ontario,49.61,-92.31
Dymond,Ontario,47.53,-79.67
Dynes,Ontario,43.34,-79.78
"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Ontario,45.19,-78.4
Dzagayap 73,British Columbia,54.3,-129.3
Dzagayap 74,British Columbia,54.31,-129.26
Dzin Tl'At 46,British Columbia,54.76,-125.4
Dzitline Lee 9,British Columbia,54.87,-125.13
Eades,Ontario,48.93,-79.88
Eads Bush,Ontario,45.93,-81.93
Eady,Ontario,44.65,-79.61
Eagle,Ontario,42.56,-81.56
Eagle Bay,British Columbia,50.93,-119.21
Eagle Creek,British Columbia,51.86,-120.86
Eagle Harbour,British Columbia,49.35,-123.26
Eagle Head,Nova Scotia,44.07,-64.61
Eagle Heights,British Columbia,48.76,-123.7
Eagle Hill,Alberta,51.82,-114.38
Eagle Lake 27,Ontario,49.73,-93.03
Eagle Mountain,Ontario,49.05,-88.6
Eagle Place,Ontario,43.13,-80.27
Eagle Ridge,Alberta,50.98,-114.1
Eagle Ridge,British Columbia,49.28,-122.82
Eagle Ridge Country Estates,Saskatchewan,52.16,-106.48
Eagle Run,British Columbia,49.75,-123.13
Eagle Village First Nation-Kipawa,Quebec,46.78,-78.98
Eagles Lake 165C,Saskatchewan,54.1,-108.05
Eaglesham,Alberta,55.78,-117.88
Eaglesons Corners,Ontario,45.3,-75.87
Eamers Corners,Ontario,45.05,-74.76
Ear Falls,Ontario,50.675,-93.275
Eardley,Quebec,45.55,-76.09
Earle Wharf,New Brunswick,45.62,-65.9
Earlstown,Quebec,45.32,-71.88
Earltown,Nova Scotia,45.57,-63.13
Earnscliffe,Saskatchewan,50.41,-105.53
East Aldfield,Quebec,45.74,-76.18
East Amherst,Nova Scotia,45.84,-64.18
East Baccaro,Nova Scotia,43.46,-65.46
East Baltic,Prince Edward Island,46.43,-62.16
East Bay,Nova Scotia,46.01,-60.37
East Beaver Brook,New Brunswick,47.13,-65.58
East Berlin,Nova Scotia,44.07,-64.56
East Berwick,Nova Scotia,45.04,-64.7
East Branch,New Brunswick,46.54,-64.89
East Branch,Nova Scotia,45.66,-63.02
East Brighton,New Brunswick,46.26,-67.43
East Canaan,Nova Scotia,43.97,-65.86
East Cape,Quebec,47.61,-61.47
East Centreville,New Brunswick,46.44,-67.67
East Chester,Nova Scotia,44.56,-64.22
East Chezzetcook,Nova Scotia,44.72,-63.23
East Clifford,Nova Scotia,44.45,-64.74
East Clifton,Quebec,45.25,-71.57
East Cloverdale,New Brunswick,46.27,-67.34
East Colborne,Ontario,44.01,-77.86
East Coldstream,New Brunswick,46.4,-67.44
East Collette,New Brunswick,46.8,-65.42
East Coulee,Alberta,51.33,-112.48
East Dalhousie,Nova Scotia,44.7,-64.79
East Dover,Nova Scotia,44.49,-63.85
East Dunham,Quebec,45.11,-72.74
East Earltown,Nova Scotia,45.65,-63.12
East Farnham,Quebec,45.23,-72.76
East Ferris,Ontario,46.24,-79.27
East Ferry,Nova Scotia,44.39,-66.2
East Folly Mountain,Nova Scotia,45.48,-63.49
East Fraserville,Nova Scotia,45.39,-64.63
East Galloway,New Brunswick,46.58,-64.79
East Garafraxa,Ontario,43.84,-80.24
East Glassville,New Brunswick,46.51,-67.37
East Gore,Nova Scotia,45.11,-63.68
East Green Harbour,Nova Scotia,43.71,-65.13
East Harrow,Ontario,42.03,-82.89
East Havre Boucher,Nova Scotia,45.67,-61.49
East Hawkesbury,Ontario,45.5,-74.5
East Hereford,Quebec,45.08,-71.5
East Hill,Quebec,45.15,-72.49
East Hungerford,Ontario,44.5,-77.15
East Inglisville,Nova Scotia,44.86,-65.07
East Jordan,Nova Scotia,43.76,-65.21
East Kelowna,British Columbia,49.86,-119.42
East Kildonan,Manitoba,49.92,-97.1
East Kildonan - Transcona,Manitoba,49.91,-97.04
East Kingston,Nova Scotia,45,-64.9
East Knowlesville,New Brunswick,46.46,-67.33
East Korah,Ontario,46.56,-84.35
East LaHave,Nova Scotia,44.3,-64.36
East Lake Ainslie,Nova Scotia,46.13,-61.13
East Lawrencetown,Nova Scotia,44.66,-63.32
East Leicester,Nova Scotia,45.79,-63.97
East Linton,Ontario,44.64,-80.93
East Loon Lake Village,Nova Scotia,45.26,-62.7
East Luther Grand Valley,Ontario,43.95,-80.36
East Mapleton,Nova Scotia,45.55,-64.12
East Margaretsville,Nova Scotia,45.05,-65.01
East McKirdy,Ontario,49.27,-88.13
East Moberly Lake 169,British Columbia,55.83,-121.63
East Mountain,Nova Scotia,45.42,-63.18
East New Annan,Nova Scotia,45.6,-63.28
East Newbridge,New Brunswick,46.15,-67.45
East Noel,Nova Scotia,45.3,-63.7
East Oakland,Ontario,43.03,-80.28
East Oro,Ontario,44.53,-79.49
East Osoyoos,British Columbia,49.01,-119.43
East Oxford,Ontario,44.91,-75.65
East Pennant,Nova Scotia,44.46,-63.63
East Petpeswick,Nova Scotia,44.71,-63.16
East Port L'Hebert,Nova Scotia,43.82,-64.92
East Port Medway,Nova Scotia,44.15,-64.57
East Prairie Metis Settlement,Alberta,55.17,-116.14
East Preston,Nova Scotia,44.72,-63.41
East Pubnico,Nova Scotia,43.67,-65.76
East Quinan,Nova Scotia,43.92,-65.8
East Quoddy,Nova Scotia,44.91,-62.33
East River,Nova Scotia,44.58,-64.16
East River St. Marys,Nova Scotia,45.39,-62.16
East River St. Marys West Side,Nova Scotia,45.38,-62.16
East Riverside-Kinghurst,New Brunswick,45.36,-65.99
East Saanich 2,British Columbia,48.58,-123.38
East Sable River,Nova Scotia,43.78,-65
East Scotch Settlement,New Brunswick,45.75,-65.8
East Selkirk,Manitoba,50.13,-96.83
East Shediac,New Brunswick,46.22,-64.51
East Ship Harbour,Nova Scotia,44.77,-62.8
East Side of Ragged Island,Nova Scotia,43.7,-65.07
East Skye Glen,Nova Scotia,46.04,-61.19
East Slope,Nova Scotia,46.18,-59.99
East Sooke,British Columbia,48.36,-123.68
East Southampton,Nova Scotia,45.59,-64.2
East Springbank,Alberta,51.04,-114.2
East St. Paul,Manitoba,49.98,-97.04
East Stewiacke,Nova Scotia,45.14,-63.29
East Sullivan Mines,Quebec,48.07,-77.7
East Tracadie,Nova Scotia,45.63,-61.62
East Trail,British Columbia,49.09,-117.69
East Tremont,Nova Scotia,44.95,-64.9
East Uniacke,Nova Scotia,44.9,-63.78
East Village,Nova Scotia,45.44,-63.56
East Wallace,Nova Scotia,45.79,-63.43
East Walton,Nova Scotia,45.25,-63.95
East Waterville,New Brunswick,46.05,-67.29
East Wellington,British Columbia,49.17,-124
East Windsor,Ontario,42.32,-82.98
East York,Ontario,43.7,-79.34
East Zorra-Tavistock,Ontario,43.24,-80.79
Eastbourne,Ontario,44.29,-79.48
Eastburn,British Columbia,49.22,-122.94
Eastern Corner,Newfoundland and Labrador,47.69,-53.47
Eastern Island 13,British Columbia,53.92,-125.67
Eastern Kings,Prince Edward Island,46.43,-62.11
Eastern Points,Nova Scotia,44.34,-64.2
Eastford,Ontario,49.25,-81.1
Eastgate,British Columbia,49.13,-120.61
Easton,Nova Scotia,44.3,-65.86
Eastons Corners,Ontario,44.83,-75.88
Eastport North,Newfoundland and Labrador,48.66,-53.75
Eastside,Ontario,46.52,-84.26
Eastview,Ontario,46.66333333,-79.40666667
Eastview,Saskatchewan,51.275,-105.595
Eastville,Nova Scotia,45.27,-62.88
Eastway Gardens,Ontario,45.41,-75.64
Eastwood,Alberta,53.56,-113.45
Eastwood,Ontario,43.14,-80.66
Eaton,Quebec,45.36,-71.59
Eaton Corner,Quebec,45.36,-71.59
Eatonville,Nova Scotia,45.39,-64.86
Eatonville,Ontario,42.36,-81.88
Eatonville,Quebec,47.33,-69.68
Eau Claire,Alberta,51.05,-114.06
Eau Claire,Ontario,46.24,-78.89
Ebb and Flow 52,Manitoba,51.04,-98.99
Ebbs Shore,Ontario,45.04,-76.19
Ebbsfleet,Prince Edward Island,46.88,-64.23
Eberts,Ontario,42.5,-82.18
Ebor,Manitoba,49.74,-101.33
Eccles Hill,Quebec,45.01,-72.9
Echachis 2,British Columbia,49.12,-125.93
Echo Beach,Ontario,45.19,-79.45
Echo Place,Ontario,43.14,-80.21
Echo River,Ontario,46.5,-84.03
Eclipse,Manitoba,51.14,-99.97
Ecum Secum West,Nova Scotia,44.96,-62.16
Eddies Cove,Newfoundland and Labrador,51.41,-56.46
Eddontenajon,British Columbia,57.81,-129.96
Eddystone,Manitoba,51.09,-99.14
Eddystone,Ontario,44.05,-78.01
Eden,Manitoba,50.37,-99.46
Eden,Nova Scotia,45.85,-61.12
Eden,Ontario,42.79,-80.74
Eden Grove,Ontario,44.305,-78.665
Eden Lake,Nova Scotia,45.4,-62.29
Eden Valley 216,Alberta,50.46,-114.23
Edenhurst,Ontario,44.91,-81.26
Edenvale,Ontario,44.45,-79.9
Edgar,Ontario,44.5,-79.62
Edgars,Ontario,42.15,-82.9
Edge Hill,Ontario,44.22,-80.79
Edgeley,Ontario,43.79,-79.52
Edgeley,Saskatchewan,50.63,-103.99
Edgemont,Alberta,51.11,-114.15
Edgetts Landing,New Brunswick,45.9,-64.62
Edgewater Beach,Ontario,42.15,-83.11
Edgewood Park,Ontario,43.585,-78.705
Edmison Heights,Ontario,44.33,-78.32
Edmiston Industrial,Alberta,53.56,-113.63
Edmore Beach,Ontario,44.6,-80
Edmundston-Est,New Brunswick,47.37,-68.32
Edrans,Manitoba,50.05,-99.13
Edville,Ontario,44.05,-77.82
Edwards,Ontario,45.32,-75.46
Edwardsburgh/Cardinal,Ontario,44.84,-75.5
Edwardsville,Nova Scotia,46.15,-60.23
Edwin,Manitoba,49.88,-98.51
Edye 93,British Columbia,54.06,-130.57
Edys Mills,Ontario,42.73,-82.12
Eel Brook,Nova Scotia,43.82,-65.91
Eel Ground 2,New Brunswick,46.99,-65.63
Eel River 3,New Brunswick,48.03,-66.38
Eel River Bridge,New Brunswick,47.04,-65.01
Eel River Cove,New Brunswick,48,-66.38
Eel River Lake,New Brunswick,45.83,-67.65
Eelseuklis 10,British Columbia,49.21,-125.67
Eeyou Istchee Baie-James,Quebec,52,-76
Effingham,Ontario,43.07,-79.3
Egan Creek,Ontario,45.04,-77.71
Egan-Sud,Quebec,46.43,-76
Egbert,Ontario,44.23,-79.76
Egeria Bay 19,British Columbia,54.21,-132.98
Egerton,Nova Scotia,45.6,-62.47
Egerton,Ontario,44,-80.52
Egg Lake 1,Manitoba,54.39,-101.46
Egmondville,Ontario,43.54,-81.4
Egmont,British Columbia,49.75,-123.93
Egremont,Alberta,54.03,-113.12
Egypt,Ontario,44.27,-79.3
Égypte,Quebec,45.53,-72.71
Ehatis 11,British Columbia,49.98,-126.86
Eight Island Lake,Nova Scotia,45.35,-61.94
Eight Mile Point,Ontario,44.51,-79.42
Ekfrid,Ontario,42.75,-81.6
Ekota,Alberta,53.45,-113.44
Elak Dase 192A,Saskatchewan,55.87,-106.75
Elba,Ontario,44.05,-80.13
Elbow Lake,Saskatchewan,52.49,-101.71
Elbow Park,Alberta,51.01,-114.08
Elboya,Alberta,51.01,-114.06
Elcho,Ontario,43.01,-79.55
Elcho 6,British Columbia,52.4,-127.53
Elco Beach,Ontario,42.87,-79.15
Elder,Ontario,44.07,-80.04
Elder Mills,Ontario,43.8,-79.63
Elderbank,Nova Scotia,44.98,-63.21
Eldersley,Saskatchewan,52.85,-103.81
Eldorado,Ontario,44.58,-77.51
Eldorado,Saskatchewan,59.55,-108.5
Eldorado Park,Ontario,43.64,-79.77
Electric,Ontario,42.51,-82.35
Elford,Ontario,42.1,-82.81
Elfrida,Ontario,43.17,-79.78
Elgin Mills,Ontario,43.89,-79.44
Elginburg,Ontario,44.31,-76.54
Elginfield,Ontario,43.16,-81.35
Elimere Point,Ontario,44.75,-79.84
Elimville,Ontario,43.33,-81.4
Elizabeth Bay,Ontario,45.82,-82.7
Elizabeth Gardens,Ontario,43.37,-79.73
Elizabeth Park,Ontario,45.33,-75.67
Elizabethtown-Kitley,Ontario,44.7,-75.81
Elizabethville,Ontario,44.04,-78.46
Elkwater,Alberta,49.66,-110.28
Ellengowan,Ontario,44.25,-81.24
Ellenvale,Nova Scotia,44.67,-63.52
Ellerslie-Bideford,Prince Edward Island,46.6,-63.95
Ellesmere,Ontario,43.76,-79.28
Elliotts Corners,Ontario,44.71,-79.81
Ellison,British Columbia,49.94,-119.36
Elliston,Newfoundland and Labrador,48.62,-53.04
Ellisville,Ontario,44.48,-76.15
Ellscott,Alberta,54.5,-112.9
Elm,Ontario,45.35,-76.09
Elm Brook,New Brunswick,45.7,-65.78
Elm Hill,New Brunswick,45.7,-66.14
Elm Tree,Ontario,44.68,-77.01
Elmbrook,Ontario,44.05,-77.14
Elmdale,Ontario,42.04,-82.48
Elmfield,Nova Scotia,45.64,-62.93
Elmgrove,Ontario,44.51,-78.01
Elmhedge,Ontario,44.55,-80.68
Elmhurst,New Brunswick,45.56,-65.94
Elmhurst Beach,Ontario,44.21,-79.46
Elmside,Quebec,45.53,-76.39
Elmstead,Ontario,42.28,-82.84
Elmsvale,Nova Scotia,45.08,-63.07
Elmsville,New Brunswick,45.26,-67
Elmtree,New Brunswick,46.84,-65.74
Elmvale Acres,Ontario,45.39,-75.63
Elmview,Ontario,46.64,-80.99
Elmwood Estates,New Brunswick,46.11,-64.76
Elmwood Park,Alberta,53.57,-113.45
Eloida,Ontario,44.67,-75.96
Elphin,Ontario,44.92,-76.61
Elphinstone,British Columbia,49.39,-123.53
Elphinstone,Manitoba,50.53,-100.32
Elsinore,Ontario,44.52,-81.24
Elstow,Saskatchewan,51.98,-106.05
Elva,Manitoba,49.21,-101.11
Elzevir,Ontario,44.64,-77.27
Emerald,Ontario,44.14,-76.77
Emerald,Prince Edward Island,46.36,-63.55
Emerald Vale,Newfoundland and Labrador,47.5,-53.29
Emery,Ontario,44.065,-77.835
Emeryville,Ontario,42.29,-82.76
Émileville,Quebec,45.48,-72.89
Emily Harbour,Newfoundland and Labrador,54.53,-57.18
Emma Lake,Saskatchewan,53.56,-105.88
Empey Hill,Ontario,44.25,-77.06
Empire Corners,Ontario,43.04,-79.79
Empire Park,Alberta,53.48,-113.5
Endako,British Columbia,54.08,-125.02
Enderby 2,British Columbia,50.55,-119.13
Endiang,Alberta,51.95,-112.15
Engen,British Columbia,54.02,-124.29
Englewood,Saskatchewan,50.49,-104.62
English Harbour,Newfoundland and Labrador,48.37,-53.26
English Line,Ontario,44.27,-77.73
English River,Ontario,49.22,-90.96
English River 192H,Saskatchewan,56.33,-107.33
English River 21,Ontario,50.18,-94.03
English River 66,Ontario,50.46,-84.36
English River Barkwell Bay 1921,Saskatchewan,57.6,-106.07
English River First Nation Cable Bay Cree Lake 192M,Saskatchewan,57.36,-107.14
English River Flatstone Lake 192L,Saskatchewan,56.24,-107.71
English River Haultain Lake 192K,Saskatchewan,56.82,-106.29
English Settlement,New Brunswick,46.24,-66.71
Englishtown,Nova Scotia,46.28,-60.54
Enhalt 11,British Columbia,50.32,-121.32
Enilda,Alberta,55.41,-116.31
Ennemond,New Brunswick,47.39,-68.44
Ennisclare Park,Ontario,43.46,-79.65
Ennishone,New Brunswick,47.07,-67.67
Enniskillen,New Brunswick,45.54,-66.49
Enniskillen,Ontario,43.43,-80.44
Ennotville,Ontario,43.65,-80.32
Enoch Cree Nation 135,Alberta,53.48,-113.75
Enon,Nova Scotia,45.81,-60.53
Enquocto 14,British Columbia,50.46,-120.95
Ensheshese 13,British Columbia,54.5,-130.22
Ensheshese 53,British Columbia,54.5,-130.23
Entlqwekkinh 19,British Columbia,50.46,-121.31
Entrance,Alberta,53.37,-117.69
Entrelacs,Quebec,46.11,-74
Entwistle,Alberta,53.59,-114.99
Environ,Saskatchewan,52.23,-107.31
Epping,Ontario,44.45,-80.55
Epsom,Ontario,44.09,-79.03
Epworth Park,New Brunswick,45.32,-66.2
Equis 8,British Columbia,48.96,-125.28
Eramosa,Ontario,43.61,-80.21
Erb Settlement,New Brunswick,45.65,-65.62
Erbs Cove,New Brunswick,45.59,-65.91
Erbsville,Ontario,43.48,-80.6
Erie,Ontario,42.9,-80
Erie Beach,Ontario,42.575,-80.46
Erie Curve,Ontario,42.04,-82.6
Erie Rest,Ontario,42.66,-81.23
Erie View,Ontario,42.59,-80.51
Erin Mills,Ontario,43.53,-79.68
Erin Ridge,Alberta,53.66,-113.61
Erin Woods,Alberta,51.02,-114.96
Erindale,Ontario,43.54,-79.65
Erindale Woodlands,Ontario,43.55,-79.65
Erinferry,Saskatchewan,53.65,-107.01
Eringate,Ontario,43.66,-79.58
Erinsville,Ontario,44.48,-77.05
Erinville,Nova Scotia,45.37,-61.74
Erlton,Alberta,51.03,-114.06
Ermineskin,Alberta,53.46,-113.5
Ermineskin 138,Alberta,52.87,-113.49
Ernfold,Saskatchewan,50.44,-106.89
Errettsville,Ontario,47.83,-79.86
Errol,Ontario,43.04,-82.19
Erwood,Saskatchewan,52.85,-102.18
