,Municipality,Longitude,Latitude
2550,Centrale de Winneway,-78.55,47.57
2551,Centrale des Abénaquis,-71.89,45.4
2552,Centrale des Cascades-Savard,-68.12,51.3
2553,Centrale des Cèdres,-74.02,45.31
2554,Centrale des Chutes-de-la-Chaudière,-71.28,46.71
2555,Centrale des Chutes-Ford,-71.94,46.83
2556,Centrale des Rapides-des-Îles,-79.35,47.57
2557,Centrale des Rapides-des-Quinze,-79.29,47.59
2558,Centrale des Rapides-Farmer,-75.76,45.49
2559,Centrale des Sept-Chutes,-70.81,47.12
2560,Centrale du Corbeau,-75.94,46.31
2561,Centrale du Lac-Robertson,-59.06,50.99
2562,Centrale Dufferin,-75.41,45.58
2563,Centrale Fraser,-69.53,47.83
2564,Centrale Frontenac,-71.89,45.4
2565,Centrale Jean-Lesage,-68.34,49.32
2566,Centrale Jim-Gray,-71.21,48.69
2567,Centrale La Grande-1,-78.57,53.73
2568,Centrale La Grande-2-A,-77.54,53.77
2569,Centrale La Grande-3,-75.99,53.72
2570,Centrale La Grande-4,-73.46,53.88
2571,Centrale Laforge-1,-72.61,54.17
2572,Centrale Laforge-2,-71.27,54.59
2573,Centrale Lebreux,-65.34,48.15
2574,Centrale Manic-1,-68.32,49.19
2575,Centrale Manic-5,-68.72,50.63
2576,Centrale Manic-5-PA,-68.73,50.64
2577,Centrale McCormick,-68.32,49.19
2578,Centrale McDougall,-71.69,46.74
2579,Centrale Murdock-Wilson,-71.23,48.46
2580,Centrale Penman,-71.8,45.14
2581,Centrale René-Lévesque,-68.59,49.74
2582,Centrale Robert-Bourassa,-77.53,53.78
2583,Centrale T.-D.-Bouchard,-72.95,45.62
2584,Centrale Waltham,-76.92,45.91
2585,Centre,-64.35,44.37
2587,Centre Burlington,-64.1,45.06
2588,Centre Dummer,-78.02,44.47
2589,Centre East Pubnico,-65.76,43.62
2590,Centre Glassville,-67.41,46.54
2591,Centre Hastings,-77.45,44.42
2592,Centre Inn,-80.19,43.63
2593,Centre Lake Junction,-77.5,45.92
2594,Centre Napan,-65.39,47.01
2595,Centre Rawdon,-63.83,45.04
2596,Centre Village,-64.28,46.04
2597,Centre Wellington,-80.38,43.73
2598,Centre-Acadie,-65.3,46.71
2599,Centredale,-62.64,45.41
2600,Centrefield,-75.03,45.52
2601,Centrelea,-65.32,44.81
2602,Centrepointe,-75.76,45.33
2603,Centre-Saint-Simon,-64.84,47.73
2604,Centreton,-66.08,45.43
2606,Centretown,-75.69,45.41
2607,Centreview,-77.74,45.36
2608,Centre-ville,-75.69,45.41
2609,Centurion,-79.31,45.4
2610,Cessford,-111.55,51.0
2611,Chaffeys Locks,-76.31,44.58
2612,Chalifoux,-75.93,46.22
2613,Challetkohum 5,-122.54,50.06
2614,Challetkohum 9,-122.53,50.06
2615,Chamberlain Settlement,-65.62,47.57
2616,Chambers Corners,-79.37,42.94
2617,Chambers Settlement,-65.3,45.67
2618,Chambord-Jonction,-72.05,48.42
2619,Chambres Corner,-65.8,45.89
2620,Chamcook,-67.07,45.12
2621,Chamcook Lake,-67.06,45.13
2622,Champ de manoeuvre Albert Head Battery Point,-123.48,48.38
2623,Champ de manoeuvre Banff,-115.53,51.21
2624,Champ de manoeuvre Fanshawe Dam,-81.16,43.03
2625,Champ de manoeuvre Geraldton,-86.95,49.75
2626,Champ de manoeuvre Jarvis Lake,-117.81,53.45
2627,Champ de manoeuvre Kakabeka Falls,-89.61,48.4
2628,Champ de manoeuvre Korah,-84.38,46.55
2629,Champ de manoeuvre Mary Hill,-123.54,48.34
2630,Champ de manoeuvre Mill Hill,-65.3,45.76
2631,Champ de manoeuvre Oshawa,-78.88,43.85
2632,Champ de manoeuvre régional Wainwright,-110.88,52.74
2633,Champ de manoeuvre Richmond,-75.74,45.19
2634,Champ de manoeuvre Rocky Point,-123.56,48.32
2635,Champ de manoeuvre Sudbury,-80.92,46.39
2636,Champ de manoeuvre Suffield,-110.83,50.45
2637,Champ de manoeuvre Sussex,-65.49,45.72
2638,Champ de tir aérien Chezzetcook,-63.24,44.68
2639,Champ de tir Alexandra Point,-63.05,46.19
2640,Champ de tir Amherst,-64.17,45.82
2641,Champ de tir Anse de Saanich,-123.49,48.63
2642,Champ de tir Bedford,-63.66,44.74
2643,Champ de tir Burdick,-105.38,50.4
2644,Champ de tir Cedar Springs,-82.02,42.26
2645,Champ de tir Connaught,-75.9,45.36
2646,Champ de tir Debert,-63.47,45.44
2647,Champ de tir Détroit de Haro,-123.35,48.56
2648,Champ de tir et champ de manoeuvre Aldershot,-64.53,45.09
2649,Champ de tir et champ de manoeuvre Barriefield,-76.46,44.24
2650,Champ de tir et champ de manoeuvre Borden,-79.95,44.27
2651,Champ de tir et champ de manoeuvre Gagetown,-66.31,45.63
2652,Champ de tir et champ de manoeuvre Gloucester Junction,-65.65,47.55
2653,Champ de tir et champ de manoeuvre Granville Ferry,-65.53,44.75
2654,Champ de tir et champ de manoeuvre Ipperwash,-81.92,43.19
2655,Champ de tir et champ de manoeuvre Meaford,-80.68,44.68
2656,Champ de tir et champ de manoeuvre Mont Saint Bruno,-73.3,45.56
2657,Champ de tir et champ de manoeuvre Niagara-on-the-Lake,-79.09,43.25
2658,Champ de tir et champ de manoeuvre Petawawa,-77.44,45.93
2659,Champ de tir et champ de manoeuvre Shilo,-99.47,49.73
2660,Champ de tir et champ de manoeuvre Vernon,-119.28,50.23
2661,Champ de tir Heals,-123.45,48.54
2662,Champ de tir Île de Bentinck,-123.54,48.31
2663,Champ de tir Lethbridge,-112.85,49.71
2664,Champ de tir Moncton,-64.93,46.06
2665,Champ de tir Mount McKay,-89.29,48.34
2666,Champ de tir Nanaimo,-123.99,49.14
2667,Champ de tir Nicolet,-72.68,46.19
2668,Champ de tir Osborne Head,-63.42,44.61
2669,Champ de tir Prince Albert,-105.76,53.23
2670,Champ de tir Saint Charles,-97.33,49.91
2671,Champ de tir Salmon Arm,-119.25,50.67
2672,Champ de tir Sydney,-60.14,46.13
2673,Champ de tir Winona,-79.61,43.21
2674,Champcoeur,-77.63,48.67
2675,Champdoré,-64.78,46.39
2676,Champigny,-71.35,46.78
2677,Champlain Park,-77.58,45.82
2678,Champneuf,-77.5,48.58
2679,Champney's,-53.28,48.39
2680,Champney's West,-53.3,48.38
2681,Chance Harbour,-66.35,45.12
2683,Chancellor,-112.83,51.08
2684,Chandler-Ouest,-64.71,48.34
2685,Chandos Lake,-78.04,44.79
2686,Change Islands,-54.4,49.66
2687,Channel Island Sapotaweyak,-100.41,53.0
2688,Channel Islands 33,-130.81,54.52
2689,Channing,-101.83,54.75
2690,Chanoodandidalch 14,-126.45,55.05
2691,Chantelle,-73.89,46.11
2692,Chantler,-79.32,43.0
2693,Chantry,-76.1,44.67
2694,Chaparral,-114.03,50.88
2695,Chapel Grove,-66.08,45.38
2696,Chapel Island 5,-60.76,45.69
2697,Chapel Park 28,-125.74,54.22
2698,Chapel's Corner,-72.8,45.14
2699,Chapleau 61,-83.38,47.83
2700,Chapleau 61A,-83.38,47.84
2701,Chapleau 74,-83.38,47.82
2702,Chapleau 74A,-83.38,47.8
2703,Chapleau 75,-83.37,47.85
2704,Chapleau Cree Fox Lake,-83.44,47.81
2705,Chaplin Island Road,-65.68,47.06
2706,Chapman,-77.3,44.43
2707,Chapman Camp,-115.96,49.66
2708,Chapman Corner,-64.56,46.21
2709,Chapman Settlement,-63.93,45.94
2710,Chapman's Bar 10,-121.42,49.72
2711,Chapmans Corner,-64.08,46.13
2712,Chapman's Landing,-79.53,46.1
2713,Chapperon Creek 6,-120.05,50.2
2714,Chapperon Lake 5,-120.06,50.21
2715,Chapple,-93.99,48.74
2716,Chaput Hughes,-80.06,48.14
2717,Charella Garden,-122.76,53.88
2718,Charette,-72.93,46.45
2719,Charing Cross,-82.09,42.33
2720,Charlemagne,-73.48,45.71
2721,Charlemont,-82.28,42.64
2722,Charles,-101.01,55.53
2723,Charles Creek 2,-126.35,50.93
2724,Charles Lake 225,-110.58,59.89
2725,Charlesbourg,-71.26,46.85
2726,Charleston,-67.64,46.37
2730,Charlesville,-65.77,43.58
2731,Charleswood,-97.28,49.85
2732,Charleville,-75.61,44.75
2733,Charley Boy's Meadow 3,-124.21,52.3
2734,Charlos Cove,-61.33,45.24
2735,Charlton and Dack,-79.95,47.79
2736,Charnwood,-79.66,43.45
2737,Charny,-71.26,46.71
2738,Charteris,-76.43,45.68
2739,Charters Settlement,-66.74,45.84
2740,Chartersville,-64.73,46.08
2741,Chartierville,-71.2,45.3
2742,Chartrand Corner,-80.37,46.13
2743,Chase Corners,-77.81,44.47
2744,Chase River,-123.91,49.13
2745,Chaswood,-63.21,45.04
2746,Chataway Lake/Knife Lake,-94.28,54.53
2747,Chatboro,-74.47,45.62
2748,Chateau,-55.89,51.97
2749,Château-Bigot,-71.26,46.89
2750,Château-d'Eau,-71.36,46.86
2751,Châteauguay-Centre,-73.75,45.35
2752,Chater,-99.83,49.86
2753,Chatfield,-97.57,50.78
2754,Chatham Head,-65.54,46.99
2755,Chatham Islands 4,-123.25,48.43
2756,Chats Haven,-76.34,45.43
2757,Chatscah 2,-127.08,52.89
2758,Chatterton,-77.47,44.24
2759,Chaumox 11,-121.48,49.93
2760,Chawathil 4,-121.54,49.37
2761,Chazel,-79.05,48.86
2762,Cheadle,-113.54,51.01
2763,Cheakamus,-123.15,49.83
2764,Cheakamus 11,-123.18,49.8
2765,Cheam 1,-121.76,49.2
2766,Cheapside,-79.98,42.83
2767,Chebogue Point,-66.11,43.76
2768,Cheddar,-78.13,44.98
2769,Chedoke Park,-79.91,43.24
2770,Cheeseborough,-76.17,44.36
2771,Cheesish 15,-126.46,49.67
2772,Cheetsum's Farm 1,-121.31,50.68
2773,Cheewat 4A,-124.81,48.66
2774,Chehalis 5,-121.9,49.3
2775,Chehalis 6,-121.88,49.28
2776,Chekwelp 26,-123.49,49.41
2777,Chekwelp 26A,-123.49,49.41
2778,Chelan,-103.39,52.61
2779,Chelsea,-64.74,44.37
2781,Chelsea Green,-81.21,42.96
2782,Cheltenham,-79.92,43.75
2783,Chemainus 13,-123.78,49.0
2784,Chemawawin 1,-100.38,53.31
2785,Chemawawin 2,-99.79,53.1
2786,Chemawawin 3,-99.72,52.95
2787,Chemical Road,-64.67,45.78
2788,Chemin-des-Pins,-75.87,45.57
2789,Chemin-du-Lac,-69.54,47.74
2790,Cheminis,-79.52,48.16
2791,Chemin-Neuf,-70.6,46.43
2792,Chenahkint 12,-126.97,49.87
2793,Chenail-du-Moine,-72.98,46.07
2794,Chenatha,-125.44,48.94
2795,Chenaux,-76.71,45.57
2796,Chénéville,-75.05,45.88
2797,Cheney,-75.24,45.41
2798,Chénier,-76.12,46.1
2799,Chepi Lake,-92.43,54.63
2800,Cherbourg,-66.99,48.9
2801,Cherbourg-Centre,-67.06,48.91
2802,Cherbourg-Ouest,-67.15,48.84
2803,Cherry Brook,-63.47,44.7
2804,Cherry Burton,-64.47,45.9
2805,Cherry Creek,-122.7,49.995
2806,Cherry Grove,-110.07,54.35
2808,Cherry Heights,-79.74,43.21
2809,Cherry Hill,-66.03,45.79
2811,Cherry Lane Estates,-82.59,42.03
2812,Cherry River,-72.16,45.31
2813,Cherryfield,-64.8,46.13
2815,Cherryfield Road,-64.8,44.66
2816,Cherryvale,-65.48,46.05
2817,Cherrywood,-79.14,43.85
2818,Cherrywood Acres,-79.1,43.1
2819,Chertsey,-73.91,46.16
2820,Ches-la-kee 3,-126.98,50.56
2821,Cheslatta 1,-125.7,54.0
2822,Chester Basin,-64.3,44.56
2823,Chester Grant,-64.32,44.61
2824,Chester Islands,-64.24,44.52
2825,Chesterfield,-80.66,43.29
2826,Chestnut Hills,-79.52,43.65
2827,Chetarpe 17,-126.0,49.24
2828,Chéticamp,-61.01,46.62
2829,Chéticamp Island,-61.03,46.62
2830,Cheverie,-64.17,45.15
2831,Chevery,-59.61,50.46
2832,Chezacut,-124.03,52.4
2833,Chezacut Cemetery 5,-124.04,52.34
2834,Cheztainya Lake 11,-126.09,55.6
2835,Chezzetcook Air Weapons Range,-63.24,44.68
2836,Chiasson,-64.62,47.73
2837,Chichester,-77.11,45.91
2838,Chicken 224,-105.63,59.18
2839,Chicken 225,-105.75,59.28
2840,Chicken 226,-104.9,59.22
2841,Chicot,-73.93,45.59
2842,Chicoutimi-Centre,-71.06,48.42
2843,Chicoutimi-Est,-71.02,48.42
2844,Chicoutimi-Nord,-71.06,48.44
2845,Chicoutimi-Ouest,-71.09,48.42
2846,Chief Joseph Custer,-105.77,53.19
2847,Chief Morris 13,-124.34,53.07
2848,Chief Philip Morin 232,-105.73,53.19
2849,Chief's Point 28,-81.28,44.68
2850,Chig-in-kaht 8,-128.35,54.85
2851,Chignecto,-64.21,45.73
2852,Chikopi,-79.71,45.65
2853,Chilanko Forks,-124.06,52.11
2854,Chilco Lake 1,-124.11,51.41
2855,Chilco Lake 1A,-124.1,51.41
2856,Chilcotin Forest,-122.56,52.11
2857,Chilcotin Training Area,-122.55,52.08
2858,Child Lake 164A,-116.58,58.47
2859,Childs Mines,-77.61,45.07
2860,Chilhil 6,-121.8,50.63
2861,Chimdimash 2,-128.35,54.66
2862,Chimdimash 2A,-128.35,54.68
2863,Chimney Creek 5,-122.27,52.06
2864,Chimney Tickle,-55.69,52.16
2865,Chimo Resort,-100.18,50.02
2866,Chin,-112.44,49.76
2867,Chinatown,-114.06,51.05
2868,Chineside,-122.83,49.26
2869,Chinook,-110.92,51.44
2870,Chinook Park,-114.08,50.98
2871,Chipewyan 201,-110.92,58.54
2872,Chipewyan 201A,-110.6,58.64
2873,Chipewyan 201B,-110.77,58.59
2874,Chipewyan 201C,-110.91,58.42
2875,Chipewyan 201D,-110.91,58.41
2876,Chipewyan 201E,-110.97,58.39
2877,Chipewyan 201F,-111.33,58.02
2878,Chipewyan 201G,-111.39,57.9
2879,Chipman Brook,-64.68,45.16
2880,Chipmans Corner,-64.47,45.1
2881,Chippawa,-79.04,43.05
2882,Chippewa,-76.82,44.49
2883,Chippewa Island,-80.04,45.08
2884,Chippewa of the Thames,-81.47,42.81
2885,Chippewas of Georgina Island First Nation,-79.28,44.38
2886,Chippewas of Georgina Island First Nation 33A,-79.28,44.32
2887,Chiselhurst,-81.43,43.43
2888,Chiseuquis 9,-127.03,49.83
2889,Chisholm,-114.16,54.9
2891,Chiswick,-79.18,46.11
2892,Chitek,-107.75,53.8
2893,Chitek Lake 191,-107.75,53.71
2894,Chockpish,-64.73,46.57
2895,Chocolate Cove,-66.98,44.94
2896,Choisy,-74.21,45.48
2897,Chomedey,-73.75,45.53
2898,Chopaka 7 & 8,-119.71,49.04
2899,Chorney Beach,-103.55,51.8
2900,Christian Island 30,-80.18,44.84
2901,Christian Island 30A,-80.11,44.8
2902,Christie Lake,-76.41,44.82
2903,Christie Park,-114.17,51.03
2904,Christie Ridge,-67.15,45.63
2905,Christies Corner,-80.03,43.26
2906,Christina,-81.48,42.86
2907,Christmas Island,-60.74,45.97
2908,Christopher,-66.8,47.93
2909,Chuchakacook 4,-124.84,49.08
2910,Chuchhriaschin 5,-121.33,50.46
2911,Chuchhriaschin 5A,-121.34,50.44
2912,Chuchummisapo 15,-124.61,48.87
2913,Chuchuwayha 2,-120.1,49.37
2914,Chuchuwayha 2C,-120.13,49.31
2915,Chuckchuk 8,-123.3,49.97
2916,Chukcheetso 7,-121.52,50.0
2917,Chum Creek 2,-119.58,50.86
2918,Chundoo Lh'tan La 45,-124.56,54.57
2919,Church Hill,-65.11,45.74
2920,Church Point,-66.11,44.33
2921,Church Point Station,-66.08,44.3
2922,Churchill 1,-98.48,58.71
2923,Churchill Downs,-104.6,50.47
2924,Churchill Lake 193A,-108.2,56.14
2925,Churchill Park,-105.53,50.38
2926,Churchland Road,-65.93,45.34
2927,Churchover,-65.35,43.71
2928,Churchview,-61.14,45.98
2929,Churchville,-62.63,45.51
2931,Chute-à-Blondeau,-74.47,45.58
2932,Chute-aux-Galets,-71.19,48.65
2933,Chute-des-Passes,-71.16,49.83
2934,Chute-Panet,-71.86,46.86
2935,Chute-Rouge,-76.04,46.58
2936,Chute-Saint-Philippe,-75.23,46.65
2937,Chutes-de-Sainte-Ursule,-73.09,46.31
2938,Chute-Victoria,-75.27,46.64
2939,Chuz Ghun 8,-124.38,54.64
2940,Chuz Teeslee 41,-124.61,54.77
2941,Cinnabar Valley,-123.91,49.1
2942,Cinnamon Hills,-114.08,51.16
2943,Ciquart,-68.3,47.5
2944,Citadel,-114.18,51.15
2945,Cité-de-la-Mode,-73.65,45.53
2946,Cité-des-Jeunes,-74.02,45.39
2947,Cité-du-Havre,-73.55,45.5
2948,Citeyats 9,-129.5,53.24
2949,City Centre,-97.16,49.88
2950,City Park North,-106.65,52.14
2951,City Park South,-106.65,52.13
2952,City View,-75.74,45.35
2954,Clachan,-81.8,42.58
2955,Clairlea,-79.29,43.71
2956,Clairvaux-de-Bagot,-72.85,45.72
2957,Clairville,-65.1,46.38
2958,Clam Bay,-62.92,44.73
2959,Clam Harbour,-62.87,44.73
2960,Clam Point,-65.57,43.49
2961,Clanbrassil,-79.95,42.96
2962,Clandeboye,-96.97,50.24
2964,Clandonald,-110.71,53.57
2965,Clanwilliam,-99.81,50.36
2966,Claoose 4,-124.82,48.66
2967,Clapham,-71.49,46.15
2968,Clapperton,-66.01,48.15
2969,Clappison's Corners,-79.91,43.31
2970,Claraday,-78.31,44.28
2971,Clardon Beach,-79.46,44.23
2972,Clare,-80.63,43.99
2973,Clarence,-65.24,44.89
2975,Clarence East,-65.17,44.92
2976,Clarence Ridge,-67.0,45.32
2977,Clarence West,-65.28,44.86
2978,Clarendon,-66.41,45.48
2980,Clarendon Front,-76.56,45.54
2981,Clarendon Station,-76.69,44.87
2982,Clarenville South,-53.97,48.15
2983,Clarina,-78.06,44.55
2984,Clarkdon,-91.24,49.77
2985,Clarke,-78.54,43.96
2986,Clarke City,-66.63,50.19
2987,Clarkes Hollow,-79.13,43.87
2988,Clarks Church,-81.57,44.11
2989,Clarks Corners,-66.13,45.94
2991,Clark's Harbour,-65.62,43.44
2992,Clarksburg,-80.46,44.54
2993,Clarksdale,-79.81,43.35
2994,Clarkson,-79.63,43.51
2995,Clarksville,-63.83,45.1
2996,Clarkville,-67.37,46.12
2997,Classy Creek 8,-130.8,58.18
2998,Clatse 5,-127.83,52.32
2999,Clatux 9,-127.83,50.5
3000,Claude,-79.9,43.79
3001,Clavering,-81.13,44.68
3002,Clavet,-106.37,51.99
3003,Clay Bank,-76.41,45.38
3004,Clay Valley,-76.44,45.42
3005,Claybank,-105.23,50.04
3006,Clayburn,-122.26,49.08
3007,Clayhurst,-120.05,56.18
3008,Clayoqua 6,-125.53,49.18
3009,Clayton,-76.32,45.19
3010,Clayton Park,-63.64,44.66
3011,Clear Creek,-80.59,42.58
3012,Clear Hills 152C,-118.79,56.53
3013,Clear Lake,-79.135,45.25
3014,Clearbrook,-122.33,49.05
3015,Cleardale,-81.25,42.94
3016,Clearland,-64.4,44.48
3017,Clearview,-67.72,46.57
3019,Clearview Estates,-79.99,43.22
3020,Clearview Heights,-79.52,43.92
3021,Clearville,-81.71,42.46
3022,Clearwater 175,-111.02,56.65
3023,Clearwater Bay,-94.8,49.71
3024,Clearwater Beach,-79.91,44.85
3025,Clearwater Lake,-100.97,53.97
3026,Clearwater River,-109.465,56.525
3027,Clearwater River Dene Band 221,-109.54,56.34
3028,Clearwater River Dene Band 223,-108.71,56.05
3029,Cleho 6,-125.24,48.92
3030,Clemenceau,-102.52,52.66
3031,Clément,-75.93,46.11
3032,Clements Park,-64.94,44.96
3033,Clementsport,-65.6,44.66
3034,Clementsvale,-65.55,44.62
3035,Clemville,-65.01,48.18
3036,Cléricy,-78.86,48.36
3037,Clerval,-79.43,48.75
3038,Clesbaoneecheck 3,-122.94,53.96
3039,Cleveland,-61.23,45.66
3041,Cleveland Park,-123.1,49.36
3042,Clienna 14,-127.99,50.54
3043,Cliff Bungalow,-114.07,51.03
3044,Cliffcrest,-79.22,43.72
3045,Cliffside,-79.25,43.7
3046,Clifton,-65.39,47.72
3049,Clifton Royal,-66.0,45.44
3050,Clifton-Partie-Est,-71.55,45.25
3051,Cline River,-116.47,52.18
3052,Clinton 1,-121.59,51.09
3053,Cloan,-108.76,52.61
3054,Clontarf,-77.13,45.41
3055,Cloolthpich 12,-125.92,49.2
3056,Cloridorme-Ouest,-64.85,49.18
3057,Clotalairquot 4,-126.63,55.35
3058,Cloud Bay,-89.42,48.13
3059,Cloudslee,-83.7,46.32
3060,Clouston,-105.85,53.1
3061,Cloutier,-79.15,48.0
3062,Clova,-75.36,48.1
3063,Clover Bar,-113.35,53.56
3064,Clover Hill,-65.58,45.57
3065,Clover Valley,-81.59,44.01
3066,Cloverdale,-113.47,53.53
3071,Cloverleaf,-96.56,49.98
3072,Cloverville,-62.01,45.68
3073,Clowel 13,-129.81,53.44
3074,Cluchuta Lake 10A,-125.07,52.98
3075,Cluchuta Lake 10B,-125.07,52.98
3076,Cludolicum 9,-122.03,51.86
3077,Cludolicum 9A,-122.01,51.86
3078,Cluny,-112.86,50.84
3079,Clustalach 5,-124.25,53.93
3080,Clute,-81.07,49.18
3081,Clyde Forks,-76.67,45.13
3082,Clydesdale,-62.05,45.64
3083,Clydesville,-76.39,45.03
3084,Coach Hill,-114.16,51.05
3085,Coachman's Cove,-56.12,50.06
3086,Coal Branch,-65.14,46.35
3087,Coal Brook,-58.99,47.93
3088,Coal Creek,-65.88,46.09
3089,Coalburn,-62.59,45.56
3090,Coalfields,-102.73,49.1
3091,Coalmont,-120.7,49.51
3092,Coalpit Bay,-78.98,46.77
3093,Coates Mills,-64.87,46.37
3094,Coaticook-Nord,-71.8,45.14
3095,Coatsworth,-82.35,42.16
3096,Coburg,-64.11,46.02
3097,Coburn,-67.05,45.67
3098,Cocagne Cove,-64.55,46.33
3099,Cocagne-Nord,-64.66,46.33
3100,Cocagne-Sud,-64.62,46.32
3101,Cochenour,-93.8,51.07
3102,Cockburn Island,-83.37,45.92
3103,Cockmi 3,-127.68,51.5
3104,Coddles Harbour,-61.54,45.16
3105,Codes Corner,-76.42,44.29
3106,Codiac Heights,-64.85,46.06
3107,Codrington,-77.8,44.16
3108,Codys,-65.82,45.87
3109,Coffee Cove,-55.95,49.58
3110,Coffin Island 3,-126.5,50.57
3111,Coffinscroft,-65.55,43.54
3112,Coglistiko River 29,-123.84,52.98
3113,Cogmagun,-64.05,45.09
3114,Cognashene,-79.92,44.92
3115,Cohoe Point 20,-132.97,54.23
3116,Coin-chez-Leblanc,-77.17,45.87
3117,Coin-de-la-Petite-Mine,-71.85,45.83
3118,Coin-Douglass,-73.44,45.19
3119,Coin-du-Banc,-64.29,48.55
3120,Coin-du-Quatre,-78.98,48.63
3121,Coin-Lavigne,-73.89,46.38
3122,Coin-Rond,-73.21,45.63
3123,Coins Gratton,-74.92,45.61
3124,Coin-Saint-Philippe,-71.78,45.94
3125,Colbeck,-80.36,43.99
3126,Colby Village,-63.48,44.66
3127,Cold Brook,-58.53,48.6
3128,Cold Lake 149,-110.28,54.28
3129,Cold Lake 149A,-110.15,54.45
3130,Cold Lake 149B,-110.25,54.51
3131,Cold Lake 149c,-110.03,54.72
3132,Cold Springs,-78.2,44.06
3133,Coldbrook,-64.58,45.06
3134,Coldsprings,-78.3,44.28
3135,Coldwater 1,-120.83,50.03
3136,Coldwell,-86.52,48.76
3137,Cole Bay 3,-123.45,48.61
3138,Cole Harbour,-62.375,44.965
3139,Cole Harbour 30,-63.48,44.65
3140,Cole Lake,-76.67,44.58
3141,Colebrook,-76.77,44.38
3142,Colebrooke Settlement,-66.72,47.93
3143,Colebrooke West,-67.77,47.03
3144,Colemans,-79.12,43.23
3145,Coleman's Shore,-76.16,45.05
3146,Colesdale Park,-105.15,50.95
3147,Colfax,-103.98,49.95
3148,Colgan,-79.84,44.02
3149,Colgate,-103.89,49.39
3150,Colindale,-61.49,46.06
3151,Colinville,-82.34,42.86
3152,College Bridge,-64.54,45.97
3153,College Grant,-62.57,45.53
3154,College Heights,-113.73,52.48
3156,College Lake,-62.8,45.23
3157,College Park,-106.59,52.12
3158,College Park East,-106.57,52.11
3159,Collette-Village,-64.72,46.5
3160,Colliers,-53.24,47.45
3161,Collin Lake 223,-110.17,59.58
3162,Collina,-65.67,45.77
3163,Collingwood Corner,-63.93,45.6
3164,Collingwood Lakeshore Estates,-105.21,51.08
3165,Collins,-89.44,50.29
3166,Collins Cove,-55.17,47.03
3167,Collins Inlet,-81.19,46.0
3168,Collison Heights,-78.31,44.27
3169,Colombière,-77.57,48.09
3170,Colombourg,-79.14,48.74
3171,Colombourg-Station,-79.13,48.77
3172,Colonie-Cinq,-78.87,48.38
3173,Colonie-de-Sainte-Julienne,-64.61,48.9
3174,Colonie-Fournière,-78.15,48.08
3175,Colpitts Settlement,-64.97,45.98
3176,Colpoy's Bay,-81.12,44.78
3177,Colpton,-64.84,44.45
3178,Colquhoun,-75.13,45.01
3179,Colquitz,-123.41,48.48
3180,Columbia Gardens,-117.58,49.06
3181,Columbia Lake 3,-115.91,50.41
3182,Columbus,-78.91,43.98
3183,Colwell,-79.78,44.34
3184,Colwood,-123.49,48.42
3185,Comeau,-98.97,51.02
3186,Comeau Point,-64.15,46.16
3187,Comeau Ridge,-67.69,47.14
3188,Comeaus Hill,-66.01,43.69
3189,Comeauville,-66.12,44.28
3190,Comestock Corners,-72.13,45.04
3191,Comet,-82.98,42.01
3192,Comfort Bight,-55.77,53.15
3193,Comfort Cove-Newstead,-54.87,49.35
3194,Comins Mills,-71.5,45.01
3195,Commanda,-79.6,45.95
3196,Commodore Heights,-122.13,52.16
3197,Commodore Park,-63.53,44.68
3198,Communauté Atikamekw de Manawan,-74.38,47.21
3199,Community Beach,-79.73,43.23
3200,Como,-74.1,45.44
3201,Comox 1,-124.95,49.67
3202,Compeer,-110.01,51.85
3203,Compton Island 6,-126.68,50.59
3204,Conception Harbour,-53.22,47.43
3205,Concession,-66.07,44.28
3206,Concession-de-Baker-Brook,-68.55,47.34
3207,Concession-des-Bouchard,-68.69,47.26
3208,Concession-des-Jaunes,-68.8,47.23
3209,Concession-des-Lang,-68.63,47.28
3210,Concession-des-Ouellette,-68.59,47.32
3211,Concession-des-Viel,-68.75,47.25
3212,Concord,-62.79,45.45
3214,Concord Point,-79.21,44.53
3215,Condor,-114.55,52.32
3216,Confederation Heights,-75.68,45.37
3217,Confederation Park,-106.73,52.14
3218,Coningsby,-80.12,43.74
3219,Coniston,-80.84,46.49
3220,Conmee,-89.66,48.48
3221,Connaught,-112.365,50.53
3223,Connaught Heights,-122.95,49.2
3224,Connaught Hill,-81.2,48.47
3225,Connaught Range,-75.9,45.36
3226,Connaught Shore,-78.37,44.44
3227,Conne River,-55.75,47.86
3228,Connell,-67.61,46.4
3229,Connellys,-77.82,44.35
3230,Connor,-79.92,43.98
3231,Connors,-68.82,47.21
3232,Conns Mills,-63.7,45.76
3233,Conover,-80.21,44.19
3234,Conquerall Bank,-64.46,44.36
3235,Conquerall Mills,-64.52,44.3
3236,Conrod Settlement,-63.24,44.76
3237,Conroy,-81.04,43.29
3238,Constance,-105.81,49.2
3239,Constance Lake (Achikamii/Achikamaw),-84.13,49.8
3240,Constance Lake 92,-84.12,49.81
3241,Constant Creek,-77.01,45.41
3242,Convent Glen,-75.53,45.46
3243,Convoy Place,-63.61,44.66
3244,Conway,-65.77,44.6
3246,Cooke's Shore,-76.21,45.04
3247,Cooking Lake,-113.12,53.41
